PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Vestergaard, Christian L.; Mikkelsen, Morten Bo; Reisner, Walter; Kristensen, Anders; Flyvbjerg, Henrik								Transition state theory demonstrated at the micron scale with out-of-equilibrium transport in a confined environment								NATURE COMMUNICATIONS				7						10227	10.1038/ncomms10227			JAN 2016	2016	Transition state theory (TST) provides a simple interpretation of many thermally activated processes. It applies successfully on timescales and length scales that differ several orders of magnitude: to chemical reactions, breaking of chemical bonds, unfolding of proteins and RNA structures and polymers crossing entropic barriers. Here we apply TST to out-of-equilibrium transport through confined environments: the thermally activated translocation of single DNA molecules over an entropic barrier helped by an external force field. Reaction pathways are effectively one dimensional and so long that they are observable in a microscope. Reaction rates are so slow that transitions are recorded on video. We find sharp transition states that are independent of the applied force, similar to chemical bond rupture, as well as transition states that change location on the reaction pathway with the strength of the applied force. The states of equilibrium and transition are separated by micrometres as compared with angstroms/nanometres for chemical bonds.		[Vestergaard, Christian L.; Mikkelsen, Morten Bo; Reisner, Walter; Kristensen, Anders; Flyvbjerg, Henrik] Tech Univ Denmark, Dept Micro & Nanotechnol, DK-2800 Lyngby, Denmark; [Vestergaard, Christian L.] Univ Toulon & Var, CNRS, CPT, Aix Marseille Univ,UMR 7332, F-13288 Marseille, France; [Reisner, Walter] McGill Univ, Dept Phys, 3600 Univ St, Montreal, PQ H3A 2T8, Canada; [Vestergaard, Christian L.] Univ Toulon & Var, CNRS, CPT, Aix Marseille Univ,UMR 7332, F-13288 Marseille, France								7							Multidisciplinary Sciences	WOS:000369020100001		
B	Monte, Michele								Apology of the controversy								FRENCH STUDIES				70	1			146	147		10.1093/fs/knv287			JAN 2016	2016			[Monte, Michele] Univ Toulon & Var, Toulon, France; [Monte, Michele] Univ Toulon & Var, Toulon, France								0							Literature, Romance	WOS:000368361700071		
J	Asch, Joachim; Bourget, Olivier; Meresse, Cedric								Stability of the Electron Cyclotron Resonance								COMMUNICATIONS IN MATHEMATICAL PHYSICS				341	2			607	623		10.1007/s00220-015-2523-5			JAN 2016	2016	We consider the magnetic AC Stark effect for the quantum dynamics of a single particle in the plane under the influence of an oscillating homogeneous electric and a constant perpendicular magnetic field. We prove that the electron cyclotron resonance is insensitive to impurity potentials.		Aix Marseille Univ, CNRS, CPT UMR 7332, F-13288 Marseille 9, France; Univ Toulon & Var, CNRS, CPT UMR 7332, F-83957 La Garde, France; [Bourget, Olivier] Pontificia Univ Catolica Chile, Fac Matemat, Santiago 6904411, Chile; [Asch, Joachim] Aix Marseille Univ, CNRS, CPT UMR 7332, F-13288 Marseille 9, France								0							Physics, Mathematical	WOS:000368103800006		
J	Trainini, Tual; Moreau, Eric								Relative gradient based algorithms for general joint diagonalization of complex matrices								MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING				27	1			275	293		10.1007/s11045-015-0328-5			JAN 2016	2016	This article deals with the problem of joint diagonalization of hermitian and/or complex symmetric matrices. Within the framework of gradient algorithms, we develop various algorithms which are based on different levels of approximation of the classical diagonalization criterion. The algorithms are based on a multiplicative update and on the derivation of an optimal step-size. One of the algorithms is a generalization of DOMUNG to the complex case. Finally, in the blind source separation context, computer simulations illustrate the relative performances of some proposed algorithms in comparison to the true gradient one.		[Trainini, Tual; Moreau, Eric] Aix Marseille Univ, CNRS, ENSAM, LSIS,UMR 7296, F-13397 Marseille, France; [Trainini, Tual; Moreau, Eric] Univ Toulon & Var, CNRS, LSIS, UMR 7296, F-83957 La Garde, France; [Trainini, Tual] Aix Marseille Univ, CNRS, ENSAM, LSIS,UMR 7296, F-13397 Marseille, France								0							Computer Science, Theory & Methods; Engineering, Electrical & Electronic	WOS:000367895200015		
J	Andrianjohany, N.; Pourrouquet, P.; Coulie, K.; Chatry, N.; Rahajandraibe, W.; Standarovski, D.; Rolland, G.; Ecoffet, R.			IEEE					Prediction methodology of Single Event Effect Sensitivity and application on SRAM device								2016 16TH EUROPEAN CONFERENCE ON RADIATION AND ITS EFFECTS ON COMPONENTS AND SYSTEMS (RADECS)														2016	2016	This work reports a contribution to the evaluation of Single Event Effect (SEE) sensitivity. This prediction should allow designers to assess radiation sensitivity of Application Specific Integrated Circuit (ASIC) during the design stage in order to harden it efficiently. Such tools already exist but not a complete method starting from the whole IC design up to the SEE reliability prediction. A detailed study of these tools allows the identification of the methods already used to evaluate the failure risk corresponding to specific types of SEE. A comparative study will allow the determination of their relevance. The implementation of the most suitable tool suite in an engineering software is a long and complex process. To demonstrate its feasibility, a list of selected models was made to build a simple method. It was used to perform an SEE simulation on a realistic model of SRAM device.		[Andrianjohany, N.; Pourrouquet, P.; Chatry, N.] TRAD Tests & Radiat, 907 Voie Occitane, F-31670 Labege, France; [Andrianjohany, N.] Aix Marseille Univ, IM2NP, UMR 7334, Marseille, France; [Coulie, K.; Rahajandraibe, W.] Aix Marseille Univ, CNRS, Marseille, France; [Coulie, K.; Rahajandraibe, W.] Univ Toulon & Var, IM2NP UMR 7334, Marseille, France; [Standarovski, D.; Rolland, G.; Ecoffet, R.] Ctr Natl Etud Spatiales, 18 Ave Edouard Belin, F-31401 Toulouse, France; [Andrianjohany, N.] TRAD Tests & Radiat, 907 Voie Occitane, F-31670 Labege, France				16th European Conference on Radiation and its Effects on Components and Systems (RADECS)	SEP 19-23, 2016	IEEE; 3D Plus; CERN	Bremen, GERMANY	0							Engineering, Electrical & Electronic	WOS:000450759400029		
J	Kchaou, Ameni; Naamane, Aziz; Koubaa, Yassine; M'Sirdi, Nacer K.			IEEE					Comparative Study of Different MPPT techniques for a Stand-alone PV System								International Conference on Sciences and Techniques of Automatic Control and Computer Engineering								629	634					2016	2016	The (P-V) photovoltaic panel's characteristic is non-linear and highly depended on solar irradiation and temperature cell variations. For that reason, a Maximum Power Point Tracking (MPPT) algorithm is essential so that it is possible to draw peak power from the photovoltaic panel to obtain the maximized produced energy. The main purpose of MPPT technique is to make sure that the solar panel is producing the maximum power. This extracts the maximum amount of power at any given time. To figure out which MPPT technique has the best performances, this paper introduces six different MPPT algorithms existing in literature. In particular, these techniques are tested while the temperature cell was randomly varied. The simulation results are evaluated using Matlab-Simulink.		[Kchaou, Ameni; Koubaa, Yassine] Univ Sfax, Natl Engn Sch Sfax, STA Lab, Sfax, Tunisia; [Naamane, Aziz; M'Sirdi, Nacer K.] Univ Toulon & Var, CNRS, ENSAM, LSIS UMR 7296,Aix Marseille Univ, Toulon, France; [Kchaou, Ameni] Univ Sfax, Natl Engn Sch Sfax, STA Lab, Sfax, Tunisia				17th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA)	DEC 19-21, 2016	IEEE Tunisia Sect; Tunisian Assoc Numer Tech & Automat; Univ Sfax, Natl Engn Sch Sfax, Lab Sci & Tech Auutomat Control & Comp Engn; Circuits & Syst Soc, Tunisia Sect Chapter; IEEE Power & Energy Soc, Tunisia Sect Chapter; Robot & Automat Soc, Tunisia Sect Chapter; IEEE Signal Proc Soc, Tunisia Sect Chapter; IEEE Solid State Circuits Soc, Tunisia Sect Chapter	Sousse, TUNISIA	7							Automation & Control Systems	WOS:000614605400108		
J	Pecune, Florian; Ochs, Magalie; Marsella, Stacy; Pelachaud, Catherine			Assoc Comp Machinery					SOCRATES: from SOCial Relation to ATtitude ExpressionS								AAMAS'16: PROCEEDINGS OF THE 2016 INTERNATIONAL CONFERENCE ON AUTONOMOUS AGENTS & MULTIAGENT SYSTEMS								921	930					2016	2016	To be perceived as believable partners in human-machine interactions, virtual agents have to express adequate social attitudes. The social attitude expressed by an agent should reflect the social situation of the interaction. The agent ought to take into account its role and its social relation toward its interactants when deciding how to react in the interaction. To build such an agent able to reason about its role and relation and to adapt its social attitude, we build a model of social decision making. First, we formalize the dynamics of the social relation through a combination of goals and beliefs. Then, we design a decision making model based on the social goals and the situational goals of the agent.		[Pecune, Florian; Pelachaud, Catherine] Univ Paris Saclay, Telecom ParisTech, CNRS, LTCI, St Aubin, France; [Ochs, Magalie] Univ Toulon & Var, Aix Marseille Univ, CNRS, ENSAM,LSIS,UMR7296, F-13397 Marseille, France; [Marsella, Stacy] Northeastern Univ, Boston, MA 02115 USA; [Pecune, Florian] Univ Paris Saclay, Telecom ParisTech, CNRS, LTCI, St Aubin, France				15th International Conference on Autonomous Agents and Multiagent Systems (AAMAS)	MAY 09-10, 2016	Int Fdn Autonomous Agents & Multiagent Syst; Natl Sci Fdn; Artificial Intelligence Journal; Springer; Unicen; Sumitomo Elect; Living Analyt Res Ctr; Panasonic R & D Ctr Singapore; Assoc Comp Machinery Special Interest Grp Artificial Intelligence; Assoc Comp Machinery	Singapore, SINGAPORE	2							Automation & Control Systems; Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic; Robotics	WOS:000465199800105		
J	Hislop, Peter D.; Popoff, Nicolas; Soccorsi, Eric								Characterization of Bulk States in One-Edge Quantum Hall Systems								ANNALES HENRI POINCARE				17	1			37	62		10.1007/s00023-014-0388-3			JAN 2016	2016	We study magnetic quantum Hall systems in a half-plane with Dirichlet boundary conditions along the edge. Much work has been done on the analysis of the currents associated with states whose energy is located between Landau levels. These edge states carry a non-zero current that remains well-localized in a neighborhood of the boundary. In this article, we study the behavior of states with energies close to a Landau level. Such states are referred to as bulk states in the physics literature. Since the magnetic Schrodinger operator is invariant with respect to translations along the edge, it is a direct integral of operators indexed by a real wave number. We analyse these fiber operators and prove new asymptotics on the band functions and their first derivative as the wave number goes to infinity. We apply these results to prove that the current carried by a bulk state is small compared to the current carried by an edge state. We also prove that the bulk states are small near the edge.		[Hislop, Peter D.] Univ Kentucky, Dept Math, Lexington, KY 40506 USA; [Popoff, Nicolas] Univ Bordeaux, CNRS, UMR 5251, IMB, 351 Cours Liberat, F-33405 Talence, France; [Soccorsi, Eric] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT UMR 7332, F-13288 Marseille, France; [Hislop, Peter D.] Univ Kentucky, Dept Math, Lexington, KY 40506 USA; [Popoff, Nicolas] Univ Bordeaux, CNRS, UMR 5251, IMB, 351 Cours Liberat, F-33405 Talence, France; [Soccorsi, Eric] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT UMR 7332, F-13288 Marseille, France								5							Physics, Multidisciplinary; Physics, Particles & Fields; Physics, Mathematical	WOS:000370818100002		
J	Camps, Mercedes; Benavides, Mar; Lema, Kimberley A.; Bourne, David G.; Grosso, Olivier; Bonnet, Sophie								Released coral mucus does not enhance planktonic N-2 fixation rates								AQUATIC MICROBIAL ECOLOGY				77	1			51	63		10.3354/ame01787			2016	2016	Dinitrogen (N-2) fixation by prokaryotic microorganisms provides bioavailable nitrogen in oligotrophic marine ecosystems such as coral reefs. The widespread though largely unknown heterotrophic diazotrophs require dissolved organic matter (DOM) for their nutrition. In coral reef ecosystems, DOM-rich mucus released by corals potentially sustains heterotrophic diazotrophic growth and activity. In this study, we investigated the effect of coral mucus on planktonic N-2 fixation in in situ experiments over a seasonal cycle within a New Caledonian lagoon, as well as in in vitro experiments in which the effect of mucus was monitored for 72 h. During the field experiment, N-2 fixation rates ranged between 0.12 and 7.90 nmol N1(-1) d(-1). Despite the highest N-2 fixation being found after mucus release, no significant difference was measured between the seawater surrounding the coral before and after mucus release. Similarly, the addition of mucus during the in vitro experiment enhanced N-2 fixation rates 1.5-fold, but this increase was not significantly different from the control. The abundance of 2 dominant populations of diazotrophs associated with corals and their surrounding seawater environments (unicellular cyanobacteria and rhizobia) found within pure mucus samples was on average 18-fold higher than in the surrounding seawater in the summer period and 400-fold higher in the winter. Our results suggest that although coral mucus does not influence planktonic N-2 fixation, the release of large numbers of diazotrophic cells associated with the mucus likely influences the abundance and diversity of diazotroph populations within the lagoon waters.		[Camps, Mercedes; Benavides, Mar; Bonnet, Sophie] Univ Toulon & Var, Mediterranean Inst Oceanog MIO UM 110, Inst Rech Dev, AMU CNRS INSU, Noumea 98848, New Caledonia; [Lema, Kimberley A.] IFREMER, F-29280 Plouzane, France; [Lema, Kimberley A.; Bourne, David G.] Australian Inst Marine Sci, Ctr Marine Microbiol & Genet, PMB 3, Townsville, Qld 4810, Australia; [Camps, Mercedes; Benavides, Mar; Grosso, Olivier; Bonnet, Sophie] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,Mediterranean Inst Oceanog MIO UM 110, F-13288 Marseille, France; [Camps, Mercedes] Univ Toulon & Var, Mediterranean Inst Oceanog MIO UM 110, Inst Rech Dev, AMU CNRS INSU, Noumea 98848, New Caledonia; [Camps, Mercedes] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,Mediterranean Inst Oceanog MIO UM 110, F-13288 Marseille, France								6							Ecology; Marine & Freshwater Biology; Microbiology	WOS:000382744600001		
J	Hansen, James; Sato, Makiko; Hearty, Paul; Ruedy, Reto; Kelley, Maxwell; Masson-Delmotte, Valerie; Russell, Gary; Tselioudis, George; Cao, Junji; Rignot, Eric; Velicogna, Isabella; Tormey, Blair; Donovan, Bailey; Kandiano, Evgeniya; von Schuckmann, Karina; Kharecha, Pushker; Legrande, Allegra N.; Bauer, Michael; Lo, Kwok-Wai								Ice melt, sea level rise and superstorms: evidence from paleoclimate data, climate modeling, and modern observations that 2 A degrees C global warming could be dangerous								ATMOSPHERIC CHEMISTRY AND PHYSICS				16	6			3761	3812		10.5194/acp-16-3761-2016			2016	2016	We use numerical climate simulations, paleoclimate data, and modern observations to study the effect of growing ice melt from Antarctica and Greenland. Meltwater tends to stabilize the ocean column, inducing amplifying feedbacks that increase subsurface ocean warming and ice shelf melting. Cold meltwater and induced dynamical effects cause ocean surface cooling in the Southern Ocean and North Atlantic, thus increasing Earth's energy imbalance and heat flux into most of the global ocean's surface. Southern Ocean surface cooling, while lower latitudes are warming, increases precipitation on the Southern Ocean, increasing ocean stratification, slowing deepwater formation, and increasing ice sheet mass loss. These feedbacks make ice sheets in contact with the ocean vulnerable to accelerating disintegration. We hypothesize that ice mass loss from the most vulnerable ice, sufficient to raise sea level several meters, is better approximated as exponential than by a more linear response. Doubling times of 10, 20 or 40 years yield multi-meter sea level rise in about 50, 100 or 200 years. Recent ice melt doubling times are near the lower end of the 10-40-year range, but the record is too short to confirm the nature of the response. The feedbacks, including subsurface ocean warming, help explain paleoclimate data and point to a dominant Southern Ocean role in controlling atmospheric CO2, which in turn exercised tight control on global temperature and sea level. The millennial (500-2000-year) timescale of deep-ocean ventilation affects the timescale for natural CO2 change and thus the timescale for paleo-global climate, ice sheet, and sea level changes, but this paleo-millennial timescale should not be misinterpreted as the timescale for ice sheet response to a rapid, large, human-made climate forcing. These climate feedbacks aid interpretation of events late in the prior interglacial, when sea level rose to +6-9 m with evidence of extreme storms while Earth was less than 1 A degrees C warmer than today. Ice melt cooling of the North Atlantic and Southern oceans increases atmospheric temperature gradients, eddy kinetic energy and baroclinicity, thus driving more powerful storms. The modeling, paleoclimate evidence, and ongoing observations together imply that 2 A degrees C global warming above the preindustrial level could be dangerous. Continued high fossil fuel emissions this century are predicted to yield (1) cooling of the Southern Ocean, especially in the Western Hemisphere; (2) slowing of the Southern Ocean overturning circulation, warming of the ice shelves, and growing ice sheet mass loss; (3) slowdown and eventual shutdown of the Atlantic overturning circulation with cooling of the North Atlantic region; (4) increasingly powerful storms; and (5) nonlinearly growing sea level rise, reaching several meters over a timescale of 50-150 years. These predictions, especially the cooling in the Southern Ocean and North Atlantic with markedly reduced warming or even cooling in Europe, differ fundamentally from existing climate change assessments. We discuss observations and modeling studies needed to refute or clarify these assertions.		[Hansen, James; Sato, Makiko; Kharecha, Pushker] Columbia Univ, Earth Inst, Climate Sci Awareness & Solut, New York, NY 10115 USA; [Hearty, Paul] Univ N Carolina, Dept Environm Studies, Wilmington, NC 28403 USA; [Ruedy, Reto; Kelley, Maxwell; Lo, Kwok-Wai] Trinnovium LLC, New York, NY 10025 USA; [Ruedy, Reto; Kelley, Maxwell; Russell, Gary; Tselioudis, George; Kharecha, Pushker; Legrande, Allegra N.; Bauer, Michael; Lo, Kwok-Wai] NASA, Goddard Inst Space Studies, 2880 Broadway, New York, NY 10025 USA; [Masson-Delmotte, Valerie] CEA CNRS UVSQ, Lab Sci Climat & Environm, Inst Pierre Simon Laplace, Gif Sur Yvette, France; [Cao, Junji] Chinese Acad Sci, Inst Earth Environm, Key Lab Aerosol Chem & Phys, Xian 710075, Peoples R China; [Rignot, Eric; Velicogna, Isabella] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Rignot, Eric; Velicogna, Isabella] Univ Calif Irvine, Dept Earth Syst Sci, Irvine, CA 92697 USA; [Tormey, Blair] Western Carolina Univ, Program Study Developed Shorelines, Cullowhee, NC 28723 USA; [Donovan, Bailey] E Carolina Univ, Dept Geol Sci, Greenville, NC 27858 USA; [Kandiano, Evgeniya] Helmholtz Ctr Ocean Res, GEOMAR, Wischhofstr 1-3, D-24148 Kiel, Germany; [von Schuckmann, Karina] Univ Toulon & Var, Mediterranean Inst Oceanog, La Garde, France; [Bauer, Michael] Columbia Univ, Dept Appl Phys & Appl Math, New York, NY 10027 USA; [Hansen, James] Columbia Univ, Earth Inst, Climate Sci Awareness & Solut, New York, NY 10115 USA								215							Environmental Sciences; Meteorology & Atmospheric Sciences	WOS:000374702300006		
J	Laroche, Hugues; Monte, Michele								The ethos in poetry Foreword The making of ethos: ideal of transparency and work of style								BABEL-LITTERATURES PLURIELLES				34										2016	2016			[Laroche, Hugues] Aix Marseille Univ, CIELAM, Aix En Provence, France; [Monte, Michele] Univ Toulon & Var, Linguist & Stylist, Toulon, France; [Laroche, Hugues] Aix Marseille Univ, CIELAM, Aix En Provence, France								0							Literature	WOS:000405966100001		
J	Pfreundt, Ulrike; Van Wambeke, France; Caffin, Mathieu; Bonnet, Sophie; Hess, Wolfgang R.								Succession within the prokaryotic communities during the VAHINE mesocosms experiment in the New Caledonia lagoon								BIOGEOSCIENCES				13	8			2319	2337		10.5194/bg-13-2319-2016			2016	2016	N-2 fixation fuels similar to 50% of new primary production in the oligotrophic South Pacific Ocean. The VAHINE experiment has been designed to track the fate of diazotroph-derived nitrogen (DDN) and carbon within a coastal lagoon ecosystem in a comprehensive way. For this, large-volume (similar to 50 m(3)) mesocosms were deployed in the New Caledonian lagoon and were intentionally fertilized with dissolved inorganic phosphorus (DIP) to stimulate N-2 fixation. This study examined the temporal dynamics of the prokaryotic community together with the evolution of biogeochemical parameters for 23 consecutive days in one of these mesocosms (M1) and in the Noumea lagoon using MiSeq 16S rRNA gene sequencing and flow cytometry. Combining these methods allowed for inference of absolute cell numbers from 16S data. We observed clear successions within M1, some of which were not mirrored in the lagoon. The dominating classes in M1 were Alpha-and Gammaproteobacteria, Cyanobacteria, eukaryotic microalgae, Marine Group II Euryarchaeota, Flavobacteriia, and Acidimicrobia. Enclosure led to significant changes in the M1 microbial community, probably initiated by the early decay of Synechococcus and diatoms. However, we did not detect a pronounced bottle effect with a copiotroph-dominated community. The fertilization with similar to 0.8 mu M DIP on day 4 did not have directly observable effects on the overall community within M1, as the data samples obtained from before and 4 days after fertilization clustered together, but likely influenced the development of individual populations later on, like Defluviicoccus-related bacteria and UCYN-C-type diazotrophic cyanobacteria (Cyanothece). Growth of UCYN-C led to among the highest N-2-fixation rates ever measured in this region and enhanced growth of nearly all abundant heterotrophic groups in M1. We further show that different Rhodobacteraceae were the most efficient heterotrophs in the investigated system and we observed niche partitioning within the SAR86 clade. Whereas the location in-or outside the mesocosm had a significant effect on community composition, the temporal effect was significantly stronger and similar in both locations, suggesting that overarching abiotic factors were more influential than the enclosure. While temporal community changes were evident, prokaryotic diversity (Shannon index) only declined slightly from similar to 6.5 to 5.7 or 6.05 in the lagoon and M1, respectively, throughout the experiment, highlighting the importance of multiple and varying sources of organic matter maintaining competition.		[Pfreundt, Ulrike; Hess, Wolfgang R.] Univ Freiburg, Fac Biol, Schaenzlestr 1, D-79104 Freiburg, Germany; [Van Wambeke, France; Caffin, Mathieu; Bonnet, Sophie] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,MIO UM110, F-13288 Marseille, France; [Bonnet, Sophie] IRD Noumea, 101 Promenade R Laroque,BPA5, Noumea 98848, New Caledonia; [Hess, Wolfgang R.] Univ Freiburg, Fac Biol, Schaenzlestr 1, D-79104 Freiburg, Germany								12							Ecology; Geosciences, Multidisciplinary	WOS:000377276700007		
J	Bonnet, Sophie; Berthelot, Hugo; Turk-Kubo, Kendra; Fawcett, Sarah; Rahav, Eyal; L'Helguen, Stephane; Berman-Frank, Ilana								Dynamics of N-2 fixation and fate of diazotroph-derived nitrogen in a low-nutrient, low-chlorophyll ecosystem: results from the VAHINE mesocosm experiment (New Caledonia)								BIOGEOSCIENCES				13	9			2653	2673		10.5194/bg-13-2653-2016			2016	2016	N-2 fixation rates were measured daily in large (similar to 50 m(3)) mesocosms deployed in the tropical southwest Pacific coastal ocean (New Caledonia) to investigate the temporal variability in N-2 fixation rates in relation with environmental parameters and study the fate of diazotrophderived nitrogen (DDN) in a low-nutrient, low-chlorophyll ecosystem. The mesocosms were fertilized with similar to 0.8 mu M dissolved inorganic phosphorus (DIP) to stimulate diazotrophy. Bulk N-2 fixation rates were replicable between the three mesocosms, averaged 18.5 +/- 1.1 nmol N L-1 d(-1) over the 23 days, and increased by a factor of 2 during the second half of the experiment (days 15 to 23) to reach 27.3 +/- 1.0 nmol N L-1 d(-1). These later rates measured after the DIP fertilization are higher than the upper range reported for the global ocean. During the 23 days of the experiment, N-2 fixation rates were positively correlated with seawater temperature, primary production, bacterial production, standing stocks of particulate organic carbon (POC), nitrogen (PON) and phosphorus (POP), and alkaline phosphatase activity, and negatively correlated with DIP concen-trations, DIP turnover time, nitrate, and dissolved organic nitrogen and phosphorus concentrations. The fate of DDN was investigated during a bloom of the unicellular diazotroph UCYN-C that occurred during the second half of the experiment. Quantification of diazotrophs in the sediment traps indicates that similar to 10 % of UCYN-C from the water column was exported daily to the traps, representing as much as 22.4 +/- 5.5 % of the total POC exported at the height of the UCYN-C bloom. This export was mainly due to the aggregation of small (5.7 +/- 0.8 mu m) UCYN-C cells into large (100-500 mu m) aggregates. During the same time period, a DDN transfer experiment based on high-resolution nanometerscale secondary ion mass spectrometry (nanoSIMS) coupled with N-15(2) isotopic labeling revealed that 16 +/- 6 % of the DDN was released to the dissolved pool and 21 +/- 4 % was transferred to non-diazotrophic plankton, mainly picoplankton (18 +/- 4 %) followed by diatoms (3 +/- 2 %). This is consistent with the observed dramatic increase in picoplankton and diatom abundances, primary production, bacterial production, and standing stocks of POC, PON, and POP in the mesocosms during the second half of the experiment. These results offer insights into the fate of DDN during a bloom of UCYN-C in low-nutrient, low-chlorophyll ecosystems.		[Bonnet, Sophie; Berthelot, Hugo] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,MIO UM 110, F-13288 Marseille, France; [Bonnet, Sophie] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,MIO UM 110, 101 Promenade R Laroque,BPA5, F-98848 Noumea, New Caledonia; [Turk-Kubo, Kendra] Univ Calif Santa Cruz, Ocean Sci Dept, Santa Cruz, CA 95064 USA; [Fawcett, Sarah] Princeton Univ, Dept Geosci, M45 Guyot Hall, Princeton, NJ 08544 USA; [Fawcett, Sarah] Univ Cape Town, Dept Oceanog, ZA-7701 Rondebosch, South Africa; [Rahav, Eyal; Berman-Frank, Ilana] Bar Ilan Univ, Mina & Everard Goodman Fac Life Sci, Ramat Gan, Israel; [Rahav, Eyal] Natl Inst Oceanog, Israel Oceanog & Limnol Res, IL-31080 Haifa, Israel; [L'Helguen, Stephane] Univ Brest, CNRS IRD, UMR6539, Lab Sci Environm Marin,OSU IUEM, F-29280 Plouzane, France; [Bonnet, Sophie] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,MIO UM 110, F-13288 Marseille, France; [Bonnet, Sophie] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,MIO UM 110, 101 Promenade R Laroque,BPA5, F-98848 Noumea, New Caledonia								34							Ecology; Geosciences, Multidisciplinary	WOS:000377277300003		
J	Bonnet, Sophie; Moutin, Thierry; Rodier, Martine; Grisoni, Jean-Michel; Louis, Francis; Folcher, Eric; Bourgeois, Bertrand; Bore, Jean-Michel; Renaud, Armelle								Introduction to the project VAHINE: VAriability of vertical and tropHlc transfer of diazotroph derived N in the south wEst Pacific								BIOGEOSCIENCES				13	9			2803	2814		10.5194/bg-13-2803-2016			2016	2016	On the global scale, N-2 fixation provides the major external source of reactive nitrogen to the surface ocean, surpassing atmospheric and riverine inputs, and sustains similar to 50 % of new primary production in oligotrophic environments. The main goal of the VAriability of vertical and tropHlc transfer of diazotroph derived N in the south wEst Pacific (VAHINE) project was to study the fate of nitrogen newly fixed by diazotrophs (or diazotroph-derived nitrogen) in oceanic food webs, and how it impacts heterotrophic bacteria, phytoplankton and zooplankton dynamics, stocks and fluxes of biogenic elements and particle export. Three large volume (similar to 50 m(3)) mesocosms were deployed in a tropical oligotrophic ecosystem (the New Caledonia lagoon, southeastern Pacific) and intentionally fertilized with similar to 0.8 mu M of dissolved inorganic phosphorus (DIP) to stimulate diazotrophy and follow subsequent ecosystem changes. VAHINE was a multidisciplinary project involving close collaborations between biogeochemists, molecular ecologist, chemists, marine opticians and modellers. This introductory paper describes in detail the scientific objectives of the project as well as the implementation plan: the mesocosm description and deployment, the selection of the study site (New Caledonian lagoon), and the logistical and sampling strategy. The main hydrological and biogeochemical conditions of the study site before the mesocosm deployment and during the experiment itself are described, and a general overview of the papers published in this special issue is presented.		[Bonnet, Sophie; Moutin, Thierry] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,MIO,UM110 13288, Marseille, France; [Bonnet, Sophie] Univ Toulon & Var, Inst Rech Dev, AMU CNRS INSU, MIO UM110, Noumea 98848, New Caledonia; [Rodier, Martine] Univ Polynesie Francaise, IRD Tahiti, Inst Rech Dev, Inst Malarde,Ifremer,UMR 241 EIO, PB 529, F-98713 Papeete, Tahiti, France; [Grisoni, Jean-Michel; Louis, Francis] Observ Oceanol Villefranche Sur Mer, UMS 829, Villefranche Sur Mer, France; [Louis, Francis] CNRS, Observ Oceanol Villefranche Sur Mer, UMR 7093, Lab Oceanog Villefranche Sur Mer, Villefranche Sur Mer, France; [Folcher, Eric; Bourgeois, Bertrand; Bore, Jean-Michel; Renaud, Armelle] Inst Rech Dev, Noumea 98848, New Caledonia; [Bonnet, Sophie] Univ Toulon & Var, Aix Marseille Univ, CNRS INSU, IRD,MIO,UM110 13288, Marseille, France; [Bonnet, Sophie] Univ Toulon & Var, Inst Rech Dev, AMU CNRS INSU, MIO UM110, Noumea 98848, New Caledonia								15							Ecology; Geosciences, Multidisciplinary	WOS:000377277300013		
