PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Bouchitte, Guy; Fragala, Ilaria								A Duality Theory for Non-convex Problems in the Calculus of Variations								ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS				229	1			361	415		10.1007/s00205-018-1219-3			JUL 2018	2018	We present a new duality theory for non-convex variational problems, under possibly mixed Dirichlet and Neumann boundary conditions. The dual problem reads nicely as a linear programming problem, and our main result states that there is no duality gap. Further, we provide necessary and sufficient optimality conditions, and we show that our duality principle can be reformulated as a min-max result which is quite useful for numerical implementations. As an example, we illustrate the application of our method to a celebrated free boundary problem. The results were announced in Bouchitt, and FragalA (C R Math Acad Sci Paris 353(4):375-379, 2015).		[Bouchitte, Guy] Univ Toulon & Var, UFR Sci & Tech, BP 132, F-83957 La Garde, France; [Fragala, Ilaria] Politecn Milan, Dipartimento Matemat, Piazza Leonardo da Vinci 32, I-20133 Milan, Italy; [Bouchitte, Guy] Univ Toulon & Var, UFR Sci & Tech, BP 132, F-83957 La Garde, France								1							Mathematics, Applied; Mechanics	WOS:000431644400008		
J	Pillot, Guillaume; Frouin, Eleonore; Pasero, Emilie; Godfroy, Anne; Combet-Blanc, Yannick; Davidson, Sylvain; Liebgott, Pierre-Pol								Specific enrichment of hyperthermophilic electroactive Archaea from deep-sea hydrothermal vent on electrically conductive support								BIORESOURCE TECHNOLOGY				259				304	311		10.1016/j.biortech.2018.03.053			JUL 2018	2018	While more and more investigations are done to study hyperthermophilic exoelectrogenic communities from environments, none have been performed yet on deep-sea hydrothermal vent. Samples of black smoker chimney from Rainbow site on the Atlantic mid-oceanic ridge have been harvested for enriching exoelectrogens in microbial electrolysis cells under hyperthermophilic (80 degrees C) condition. Two enrichments were performed in a BioElectrochemical System specially designed: one from direct inoculation of crushed chimney and the other one from inoculation of a pre-cultivation on iron (III) oxide. In both experiments, a current production was observed from 2.4 A/m(2) to 5.8 A/m(2) with a set anode potential of -0.110 V vs Ag/AgCl. Taxonomic affiliation of the exoelectrogen communities obtained on the electrode exhibited a specific enrichment of Archaea belonging to Thermococcales and Archeoglobales orders, even when both inocula were dominated by Bacteria.		[Pillot, Guillaume; Frouin, Eleonore; Pasero, Emilie; Combet-Blanc, Yannick; Davidson, Sylvain; Liebgott, Pierre-Pol] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO UM 110, Marseille, France; [Godfroy, Anne] Univ Bretagne Occidentale, CNRS, IFREMER,UM6197, Ctr Brest CS10070,Lab Microbiol Environm Extremes, Plouzane, France; [Liebgott, Pierre-Pol] Batiment OCEANOMED, Mediterranean Inst Oceanog, Campus Luminy, F-13288 Marseille 09, France								8							Agricultural Engineering; Biotechnology & Applied Microbiology; Energy & Fuels	WOS:000429820300039		
J	Bock, Nicholas; Van Wambeke, France; Dion, Moira; Duhamel, Solange								Microbial community structure in the western tropical South Pacific								BIOGEOSCIENCES				15	12			3909	3925		10.5194/bg-15-3909-2018			JUN 29 2018	2018	Oligotrophic regions play a central role in global biogeochemical cycles, with microbial communities in these areas representing an important term in global carbon budgets. While the general structure of microbial communities has been well documented in the global ocean, some remote regions such as the western tropical South Pacific (WTSP) remain fundamentally unexplored. Moreover, the biotic and abiotic factors constraining microbial abundances and distribution remain not well resolved. In this study, we quantified the spatial (vertical and horizontal) distribution of major microbial plankton groups along a transect through the WTSP during the austral summer of 2015, capturing important autotrophic and heterotrophic assemblages including cytometrically determined abundances of non-pigmented protists (also called flagellates). Using environmental parameters (e.g., nutrients and light availability) as well as statistical analyses, we estimated the role of bottom-up and top-down controls in constraining the structure of the WTSP microbial communities in biogeochemically distinct regions. At the most general level, we found a "typical tropical structure", characterized by a shallow mixed layer, a clear deep chlorophyll maximum at all sampling sites, and a deep nitracline. Prochlorococcus was especially abundant along the transect, accounting for 68 +/- 10.6% of depth-integrated phytoplankton biomass. Despite their relatively low abundances, pico-phytoeukaryotes (PPE) accounted for up to 26 +/- 11.6% of depth-integrated phytoplankton biomass, while Synechococcus accounted for only 6 +/- 6.9 %. Our results show that the microbial community structure of the WTSP is typical of highly stratified regions, and underline the significant contribution to total biomass by PPE populations. Strong relationships between N-2 fixation rates and plankton abundances demonstrate the central role of N-2 fixation in regulating ecosystem processes in the WTSP, while comparative analyses of abundance data suggest microbial community structure to be increasingly regulated by bottom-up processes under nutrient limitation, possibly in response to shifts in abundances of high nucleic acid bacteria (HNA).		[Bock, Nicholas; Duhamel, Solange] Columbia Univ, Div Biol & Paleo Environm, Lamont Doherty Earth Observ, POB 1000,61 Route 9W, Palisades, NY 10964 USA; [Van Wambeke, France] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,OSU Pytheas,MIO, F-13288 Marseille, France; [Dion, Moira] Univ Laval, Fac Sci & Genie, Dept Biochim Microbiol & Bioinformat, 2325 Rue Univ, Quebec City, PQ G1V 0A6, Canada; [Bock, Nicholas] Columbia Univ, Div Biol & Paleo Environm, Lamont Doherty Earth Observ, POB 1000,61 Route 9W, Palisades, NY 10964 USA								9							Ecology; Geosciences, Multidisciplinary	WOS:000436877000001		
J	Skopin, Evgeniy V.; Rapenne, Laetitia; Roussel, Herve; Deschanvres, Jean-Luc; Blanquet, Elisabeth; Ciatto, Gianluca; Fong, Dillon D.; Richard, Marie-Ingrid; Renevier, Hubert								The initial stages of ZnO atomic layer deposition on atomically flat In0.53Ga0.47As substrates								NANOSCALE				10	24			11585	11596		10.1039/c8nr02440e			JUN 28 2018	2018	InGaAs is one of the III-V active semiconductors used in modern high-electron-mobility transistors or high-speed electronics. ZnO is a good candidate material to be inserted as a tunneling insulator layer at the metal-semiconductor junction. A key consideration in many modern devices is the atomic structure of the hetero-interface, which often ultimately governs the electronic or chemical process of interest. Here, a complementary suite of in situ synchrotron X-ray techniques (fluorescence, reflectivity and absorption) as well as modeling is used to investigate both structural and chemical evolution during the initial growth of ZnO by atomic layer deposition (ALD) on In0.53Ga0.47As substrates. Prior to steady-state growth behavior, we discover a transient regime characterized by two stages. First, substrate-inhibited ZnO growth takes place on InGaAs terraces. This leads eventually to the formation of a 1 nm-thick, two-dimensional (2D) amorphous layer. Second, the growth behavior and its modeling suggest the occurrence of dense island formation, with an aspect ratio and surface roughness that depends sensitively on the growth condition. Finally, ZnO ALD on In0.53Ga0.47As is characterized by 2D steady-state growth with a linear growth rate of 0.21 nm cy(-1), as expected for layer-by-layer ZnO ALD.		[Skopin, Evgeniy V.; Rapenne, Laetitia; Roussel, Herve; Deschanvres, Jean-Luc; Renevier, Hubert] Univ Grenoble Alpes, CNRS, Grenoble INP, LMGP, F-38000 Grenoble, France; [Blanquet, Elisabeth] Univ Grenoble Alpes, CNRS, Grenoble INP, SIMAP, F-38000 Grenoble, France; [Ciatto, Gianluca] Synchrotron SOLEIL Beamline SIRIUS, F-91192 Gif Sur Yvette, France; [Fong, Dillon D.] Argonne Natl Lab, Mat Sci Div, 9700 S Cass Ave, Argonne, IL 60439 USA; [Richard, Marie-Ingrid] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP,UMR 7334, F-13397 Marseille, France; [Richard, Marie-Ingrid] European Synchrotron Radiat Facil, ID01, F-38043 Grenoble, France; [Renevier, Hubert] Univ Grenoble Alpes, CNRS, Grenoble INP, LMGP, F-38000 Grenoble, France								6							Chemistry, Multidisciplinary; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary; Physics, Applied	WOS:000436133400040		
J	Aliev, Ziya S.; Amiraslanov, Imamaddin R.; Record, Marie-Christine; Tedenac, Jean-Claude; Babanly, Mahammad B.								The YbTe-SnTe-Bi2Te3 system								JOURNAL OF ALLOYS AND COMPOUNDS				750				887	894		10.1016/j.jallcom.2018.03.398			JUN 25 2018	2018	The phase diagram of the YbTe-SnTe-Bi2Te3 system was experimentally investigated by using differential thermal analysis (DTA), powder X-ray diffraction (PXRD) and scanning electron microscopy (SEM-EDS) techniques. Four isothermal sections at 300, 800, 900 and 1000 K, the liquidus surface projection, as well as four isopleth sections were constructed from experimental results. Three different solid solubility fields based on SnTe, YbTe and Bi2Te3, respectively, were observed at 300 and 800 K. No new quaternary compound was detected in the system. The primary crystallization fields and homogeneity ranges of the phases as well as the types and coordinates of all the non-and monovariant equilibria were determined. It was also revealed that the solid solution alpha(2) based on YbTe is a major phase in the distribution of phase areas in the subsolidus. (C) 2018 Elsevier B.V. All rights reserved.		[Aliev, Ziya S.] Azerbaijan State Oil & Ind Univ, AZ-1010 Baku, Azerbaijan; [Aliev, Ziya S.; Amiraslanov, Imamaddin R.] ANAS, Inst Phys, AZ-1143 Baku, Azerbaijan; [Aliev, Ziya S.] Near East Univ, Mat Sci & Nanotechnol Dept, TR-99138 Nicosia 10, Turkey; [Record, Marie-Christine] Univ Toulon & Var, CNRS, IM2NP, Aix Marseille Univ, Marseille, France; [Tedenac, Jean-Claude] Univ Montpellier II, Montpellier, France; [Babanly, Mahammad B.] ANAS, Inst Catalysis & Inorgan Chem, AZ-1143 Baku, Azerbaijan; [Aliev, Ziya S.] Azadlig Ave 20, AZ-1010 Baku, Azerbaijan								2							Chemistry, Physical; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	WOS:000432668500107		
J	Robert, T.; Vallee, P.; Tisserand, R.; Buloup, F.; Bariatinsky, D.; Vercher, J. L.; Fitzpatrick, R. C.; Mille, M. L.								Stepping boundary of external force-controlled perturbations of varying durations: Comparison of experimental data and model simulations								JOURNAL OF BIOMECHANICS				75				89	95		10.1016/j.jbiomech.2018.05.010			JUN 25 2018	2018	This study investigated the stepping boundary - the force that can be resisted without stepping - for force-controlled perturbations of different durations. Twenty-two healthy young adults (19-37 years old) were instructed to try not to step in response to 86 different force/time combinations of forward waist-pulls. The forces at which 50% of subjects stepped (F-50) were identified for each tested perturbation durations. Results showed that F50 decreased hyperbolically when the perturbation's duration increased and converged toward a constant value (about 10% BW) for longer perturbations (over 1500 ms). The effect of perturbation duration was critical for the shortest perturbations (less than 1 s). In parallel, a simple function was proposed to estimate this stepping boundary. Considering the dynamics of a linear inverted pendulum + foot model and simple balance recovery reactions, we could express the maximum pulling force that can be withstood without stepping as a simple function of the perturbation duration. When used with values of the main model parameters determined experimentally, this function replicated adequately the experimental results. This study demonstrates for the first time that perturbation duration has a major influence on the outcomes of compliant perturbations such as force-controlled pulls. The stepping boundary corresponds to a constant perturbation force-duration product and is largely explained by only two parameters: the reaction time and the displacement of the center of pressure within the functional base of support. Future work should investigate pathological populations and additional parameters characterizing the perturbation time-profile such as the time derivative of the perturbation. (C) 2018 Elsevier Ltd. All rights reserved.		[Robert, T.; Vallee, P.; Tisserand, R.] Univ Claude Bernard Lyon 1, Villeurbanne, France; [Robert, T.; Vallee, P.; Tisserand, R.] IFSTTAR, UMR T9406, LBMC, Bron, France; [Buloup, F.; Bariatinsky, D.; Vercher, J. L.; Mille, M. L.] Aix Marseille Univ, CNRS, ISM, F-13288 Marseille, France; [Fitzpatrick, R. C.] Univ New South Wales, Sydney, NSW, Australia; [Mille, M. L.] Univ Toulon & Var, F-83957 La Garde, France; [Mille, M. L.] Northwestern Univ, Sch Med, Dept Phys Therapy & Human Movement Sci, Chicago, IL 60611 USA; [Mille, M. L.] Aix Marseille Univ, Fac Sci Sport, Inst Sci Mouvement, UMR 7287, 163 Ave Luminy,CP 910, F-13288 Marseille 9, France								1							Biophysics; Engineering, Biomedical	WOS:000437991500010		
J	Caffin, Mathieu; Berthelot, Hugo; Cornet-Barthaux, Veronique; Barani, Aude; Bonnet, Sophie								Transfer of diazotroph-derived nitrogen to the planktonic food web across gradients of N-2 fixation activity and diversity in the western tropical South Pacific Ocean								BIOGEOSCIENCES				15	12			3795	3810		10.5194/bg-15-3795-2018			JUN 21 2018	2018	Biological dinitrogen (N-2) fixation provides the major source of new nitrogen (N) to the open ocean, contributing more than atmospheric deposition and riverine inputs to the N supply. Yet the fate of the diazotrophderived N (DDN) in the planktonic food web is poorly understood. The main goals of this study were (i) to quantify how much of DDN is released to the dissolved pool during N-2 fixation and how much is transferred to bacteria, phytoplankton and zooplankton, and (ii) to compare the DDN release and transfer efficiencies under contrasting N-2 fixation activity and diversity in the oligotrophic waters of the western tropical South Pacific (WTSP) Ocean. We used nanometre-scale secondary ion mass spectrometry (nanoSIMS) coupled with N-15(2) isotopic labelling and flow cytometry cell sorting to track the DDN transfer to plankton, in regions where the diazotroph community was dominated by either Trichodesmium or by UCYN-B. After 48 h, 2 similar to 20-40% of the N-2 fixed during the experiment was released to the dissolved pool when Trichodesmium dominated, while the DDN release was not quantifiable when UCYNB dominated; similar to 7-15% of the total fixed N (net N-2 fixation + release) was transferred to non-diazotrophic plankton within 48 h, with higher transfer efficiencies (15 +/- 3 %) when UCYN-B dominated as compared to when Trichodesmium dominated (9 +/- 3 %). The pico-cyanobacteria Synechococcus and Prochlorococcus were the primary beneficiaries of the DDN transferred (similar to 65-70 %), followed by heterotrophic bacteria (similar to 23-34 %). The DDN transfer in bacteria was higher (34 +/- 7 %) in the UCYN-B-dominating experiment compared to the Trichodesmium-dominating experiments (24 +/- 5 %). Regarding higher trophic levels, the DDN transfer to the dominant zooplankton species was less efficient when the diazotroph community was dominated by Trichodesmium (similar to 5-9% of the DDN transfer) than when it was dominated by UCYN-B (similar to 28 +/- 13% of the DDN transfer). To our knowledge, this study provides the first quantification of DDN release and transfer to phytoplankton, bacteria and zooplankton communities in open ocean waters. It reveals that despite UCYN-B fix N-2 at lower rates compared to Trichodesmium in the WTSP, the DDN from UCYN-B is much more available and efficiently transferred to the planktonic food web than the DDN originating from Trichodesmium.		[Caffin, Mathieu; Berthelot, Hugo; Cornet-Barthaux, Veronique; Barani, Aude; Bonnet, Sophie] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO UM110, F-13288 Marseille, France; [Berthelot, Hugo] Univ Brest, UMR6539, CNRS UBO IRD Ifremer, Lab Sci Environm Marin,IUEM, Plouzane, France; [Bonnet, Sophie] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO UM110, Noumea 98800, New Caledonia; [Caffin, Mathieu] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO UM110, F-13288 Marseille, France								13							Ecology; Geosciences, Multidisciplinary	WOS:000435857800002		
J	Rassmann, Jens; Lansard, Bruno; Gazeau, Frederic; Guidi-Guilvard, Laurence; Pozzato, Lara; Alliouane, Samir; Grenz, Christian; Rabouille, Christophe								Impact of ocean acidification on the biogeochemistry and meiofaunal assemblage of carbonate-rich sediments: Results from core incubations (Bay of Villefranche, NW Mediterranean Sea)								MARINE CHEMISTRY				203				102	119		10.1016/j.marchem.2018.05.006			JUN 20 2018	2018	Marine sediments are an important carbonate reservoir whose partial dissolution could buffer seawater pH decreases in the water column as a consequence of anthropogenic CO2 uptake by the ocean. This study investigates the impact of ocean acidification on the carbonate chemistry at the sediment-water interface (SWI) of shallow-water carbonate sediments. Twelve sediment cores were sampled at one station in the Bay of Villefranche (NW Mediterranean Sea). Four sediment cores were immediately analyzed in order to determine the initial distribution (T-0) of dissolved inorganic carbon (DIC), total alkalinity (TA), pH and dissolved oxygen (O-2) in the porewaters and to quantify sediment-water fluxes. Four other cores were kept submerged in the laboratory for 25 days with ambient seawater (pa r = 8.12) and the remaining four cores were incubated with acidified seawater (average pH offset of -0.68). This acidification experiment was carried out in an open-flow system, in the dark and at in-situ temperature (15 degrees C). Every three days, sediment-water fluxes (DIC, TA, pH, O-2 and nutrients) were determined using a whole core 12-h incubation technique. Additionally, vertical O-2 and pH microprofiles were regularly recorded in the first 2 cm of the sediment during the entire experiment. At the end of the experiment, TA, DIC and Ca2+ concentrations were analyzed in the porewaters and the abundance and taxonomic composition of meiofaunal organisms were assessed. The saturation states of the porewaters with respect to calcite and aragonite were over-saturated but under-saturated with respect to 12 mol% Mg-calcite, in both acidified and non-acidified treatments. The sediment-water fluxes of TA and DIC increased in the acidified treatment, likely as a consequence of enhanced carbonate dissolution. In contrast, the acidification of the overlying water did not significantly affect the O-2 and nutrients fluxes at the SWI. Meiofaunal abundance decreased in both treatments over the duration of the experiment, but the organisms seemed unaffected by the acidification. Our results demonstrate that carbonate dissolution increased under acidified conditions but other parameters, such as microbial redox processes, were apparently not affected by the pH decrease, at least during the duration of our experiment. The dissolution of sedimentary carbonates and the associated release of TA may potentially buffer bottom water, depending on the intensity of the TA flux, the TA/DIC ratio, vertical mixing and, therefore, the residence time of bottom water. Under certain conditions, this process may mitigate the effect of ocean acidification on benthic ecosystems.		[Rassmann, Jens; Lansard, Bruno; Rabouille, Christophe] Univ Paris Saclay, LSCE, IPSL CEA CNRS, UVSQ, Gif Sur Yvette, France; [Gazeau, Frederic; Guidi-Guilvard, Laurence; Alliouane, Samir] Univ Pierre Marie Curie, Sorborute Univ, CNRS, Lab Oceanog Villefranche Sur Mer LOV, Villefranche Sur Mer, France; [Pozzato, Lara; Grenz, Christian] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO,UM 110, F-13288 Marseille, France; [Lansard, Bruno] LSCE, Bat 12,Ave Terrasse, F-91198 Gif Sur Yvette, France								4							Chemistry, Multidisciplinary; Oceanography	WOS:000438320900011		
J	Di Molfetta, Giuseppe; Soares-Pinto, Diogo O.; Duarte Queiros, Silvio M.								Elephant quantum walk								PHYSICAL REVIEW A				97	6					062112	10.1103/PhysRevA.97.062112			JUN 13 2018	2018	We introduce an analytically treatable discrete time quantum walk in a one-dimensional lattice which combines non-Markovianity and hyperballistic diffusion associated with a Gaussian whose variance sigma(2)(t) grows cubicly with time sigma alpha t(3). These properties have have been numerically found in several systems, namely, tight-binding lattice models. For its rules, our model can be understood as the quantum version of the classical non-Markovian "elephant random walk" process for which the quantum coin operator only changes the value of the diffusion constant although, contrarily, to the classical coin.		[Di Molfetta, Giuseppe] Univ Toulon & Var, Aix Marseille Univ, Nat Computat Res Grp, CNRS,LIS, Marseille, France; [Di Molfetta, Giuseppe] Univ Valencia, Dept Fis Teor, IFIC, CSIC, Doutor Moliner 50, E-46100 Burjassot, Spain; [Soares-Pinto, Diogo O.] Univ Sao Paulo, Inst Fis Sao Carlos, Caixa Postale 369, BR-13560970 Sao Carlos, SP, Brazil; [Duarte Queiros, Silvio M.] Natl Inst Sci & Technol Complex Syst, Ctr Brasileiro Pesquisas Fis, 150 Rua Douter Xavier Sigaud, BR-22290180 Rio De Janeiro, RJ, Brazil; [Di Molfetta, Giuseppe] Univ Toulon & Var, Aix Marseille Univ, Nat Computat Res Grp, CNRS,LIS, Marseille, France; [Di Molfetta, Giuseppe] Univ Valencia, Dept Fis Teor, IFIC, CSIC, Doutor Moliner 50, E-46100 Burjassot, Spain								12							Optics; Physics, Atomic, Molecular & Chemical	WOS:000435076800002		
J	Guieu, Cecile; Bonnet, Sophie; Petrenko, Anne; Menkes, Christophe; Chavagnac, Valerie; Desboeufs, Karine; Maes, Christophe; Moutin, Thierry								Iron from a submarine source impacts the productive layer of the Western Tropical South Pacific (WTSP)								SCIENTIFIC REPORTS				8						9075	10.1038/s41598-018-27407-z			JUN 13 2018	2018	In the Western Tropical South Pacific, patches of high chlorophyll concentrations linked to the occurrence of N-2-fixing organisms are found in the vicinity of volcanic islands. The survival of these organisms relies on a high bioavailable iron supply whose origin and fluxes remain unknown. Here, we measured high dissolved iron (DFe) concentrations (up to 66 nM) in the euphotic layer, extending zonally over 10 degrees longitude (174 E-175 W) at similar to 20 degrees S latitude. DFe atmospheric fluxes were at the lower end of reported values of the remote ocean and could not explain the high DFe concentrations measured in the water column in the vicinity of Tonga. We argue that the high DFe concentrations may be sustained by a submarine source, also characterized by freshwater input and recorded as salinity anomalies by Argo float in situ measurements and atlas data. The observed negative salinity anomalies are reproduced by simulations from a general ocean circulation model. Submarine iron sources reaching the euphotic layer may impact nitrogen fixation across the whole region.		[Guieu, Cecile] Sorbonne Univ, CNRS, LOV, F-06230 Villefranche Sur Mer, France; [Guieu, Cecile] New York Univ Abu Dhabi, Ctr Prototype Climate Modeling, Abu Dhabi, U Arab Emirates; [Bonnet, Sophie; Petrenko, Anne; Moutin, Thierry] Univ Toulon & Var, Observ Sci Univers Pytheas, Inst Rech Dev,Aix Marseille Univ, CNRS,Inst Natl Sci Univers,MIO, F-13288 Marseille, France; [Menkes, Christophe] Sorbonne Univ, CNRS, LOCEAN, MNHN,IRD, BP A5, Noumea 98848, New Caledonia; [Chavagnac, Valerie] Univ Toulouse, Geosci Environm Toulouse, CNRS, UPS,IRD,CNES, F-31400 Toulouse, France; [Desboeufs, Karine] UPD, UPEC, IPSL, LISA, Creteil, France; [Maes, Christophe] Univ Brest, CNRS, IUEM, IRD,LOPS,IFREMER, Brest, France; [Guieu, Cecile] Sorbonne Univ, CNRS, LOV, F-06230 Villefranche Sur Mer, France; [Guieu, Cecile] New York Univ Abu Dhabi, Ctr Prototype Climate Modeling, Abu Dhabi, U Arab Emirates								17							Multidisciplinary Sciences	WOS:000435077300018		
J	Duval, Christian; Pasquet, Johanna; Schucker, Thomas; Tilquin, Andre								Gravitational birefringence and an exotic formula for redshifts								PHYSICAL REVIEW D				97	12					123508	10.1103/PhysRevD.97.123508			JUN 8 2018	2018	We compute the birefringence of light in curved Robertson-Walker spacetimes and propose an exotic formula for redshift based on the internal structure of the spinning photon. We then use the Hubble diagram of supernovae to test this formula.		[Duval, Christian; Schucker, Thomas] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Pasquet, Johanna; Tilquin, Andre] Aix Marseille Univ, CNRS, CPPM, Marseille, France; [Duval, Christian; Schucker, Thomas] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Pasquet, Johanna; Tilquin, Andre] Aix Marseille Univ, CNRS, CPPM, Marseille, France								1							Astronomy & Astrophysics; Physics, Particles & Fields	WOS:000434630600004		
J	Hernandez-Carrasco, Ismael; Orfila, Alejandro; Rossi, Vincent; Garcon, Veronique								Effect of small scale transport processes on phytoplankton distribution in coastal seas								SCIENTIFIC REPORTS				8						8613	10.1038/s41598-018-26857-9			JUN 5 2018	2018	Coastal ocean ecosystems are major contributors to the global biogeochemical cycles and biological productivity. Physical factors induced by the turbulent flow play a crucial role in regulating marine ecosystems. However, while large-scale open-ocean dynamics is well described by geostrophy, the role of multiscale transport processes in coastal regions is still poorly understood due to the lack of continuous high-resolution observations. Here, the influence of small-scale dynamics (O(3.5-25) km, i.e. spanning upper submesoscale and mesoscale processes) on surface phytoplankton derived from satellite chlorophyll-a (Chl-a) is studied using Lagrangian metrics computed from High-Frequency Radar currents. The combination of complementary Lagrangian diagnostics, including the Lagrangian divergence along fluid trajectories, provides an improved description of the 3D flow geometry which facilitates the interpretation of two non-exclusive physical mechanisms affecting phytoplankton dynamics and patchiness. Attracting small-scale fronts, unveiled by backwards Lagrangian Coherent Structures, are associated to negative divergence where particles and Chl-a standing stocks cluster. Filaments of positive divergence, representing large accumulated upward vertical velocities and suggesting accrued injection of subsurface nutrients, match areas with large Chl-a concentrations. Our findings demonstrate that an accurate characterization of small-scale transport processes is necessary to comprehend bio-physical interactions in coastal seas.		[Hernandez-Carrasco, Ismael] SOCIB, ICTS, Balear Isl Coastal Observing Syst, Parc Bit,Edificio Naorte,2nd Floor, Palma De Mallorca 07121, Spain; [Orfila, Alejandro] UIB, CSIC, IMEDEA, Oceanog & Global Change Dept, Esporles 07190, Spain; [Rossi, Vincent] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,Mediterranean Inst Oceanog,UM110,UMR 7294, F-13288 Marseille, France; [Garcon, Veronique] CNRS, LEGOS, 18 Ave Edouard Belin, F-31401 Toulouse 9, France; [Hernandez-Carrasco, Ismael] SOCIB, ICTS, Balear Isl Coastal Observing Syst, Parc Bit,Edificio Naorte,2nd Floor, Palma De Mallorca 07121, Spain								14							Multidisciplinary Sciences	WOS:000434122600038		
J	Thanh Phuong Nguyen; Xuan Son Nguyen								Shape measurement using LIP-signature								COMPUTER VISION AND IMAGE UNDERSTANDING				171				83	94		10.1016/j.cviu.2018.05.003			JUN 2018	2018	A novel approach is proposed for orientation measurement and shape representation by exploiting some beneficial invariant geometric properties in the projection space. It is based on the introduction of a new shape signature (LIP-signature) which is invariant to additive noise, non-linear deformations, and geometric transformations such as rotation, scaling and translation (RST transformations). The proposed shape signature contains meaningful geometric information that can be easily exploited for a unifying approach of orientation/linearity measurement by detecting the possible orientation and the orientation merit of a given shape. In addition, a simple yet effective shape descriptor is also introduced by taking into account the beneficial properties of LIP-signature. Our methods can be directly applied to complex shapes composed of several closed contours or to degraded shapes being affected by additive noise, occlusion or other non-linear deformations. Different experiments validate the interest of the proposed approach.		[Thanh Phuong Nguyen] Aix Marseille Univ, CNRS, ENSAM, LSS,UMR 7020, F-13397 Marseille, France; [Thanh Phuong Nguyen] Univ Toulon & Var, CNRS, LIS, UMR 7020, F-83957 La Garde, France; [Xuan Son Nguyen] Univ Caen Basse Normandie, CNRS, GREYC, UMR 6072, Caen, France; [Thanh Phuong Nguyen] Univ Toulon & Var, CNRS, LSIS, UMR 7020, F-83957 La Garde, France								1							Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic	WOS:000453340400008		
J	Shin, J.; Cornelius, T. W.; Labat, S.; Lauraux, F.; Richard, M. -I.; Richter, G.; Blanchard, N. P.; Gianola, D. S.; Thomas, O.								In situ Bragg coherent X-ray diffraction during tensile testing of an individual Au nanowire								JOURNAL OF APPLIED CRYSTALLOGRAPHY				51				781	788		10.1107/S1600576718004910			JUN 2018	2018	Systematic tensile tests were performed on single defect-free < 110 > Au nanowires grown by physical vapor deposition while simultaneously recording three-dimensional Bragg peaks using coherent X-rays. The trajectory of three-dimensional Bragg peaks in reciprocal space during tensile testing allowed for measurements of the evolution of strains and rotations of the nanowire, thus sensitively uncovering the full deformation geometry of the nanowire. The transition from elastic to plastic deformation is accompanied by rotations of the nanowire as quantified by analysis of the motion of Bragg peaks, showing the importance of boundary conditions in interpreting nanoscale mechanical deformations.		[Shin, J.; Cornelius, T. W.; Labat, S.; Lauraux, F.; Richard, M. -I.; Thomas, O.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP, Marseille, France; [Shin, J.] Univ Penn, Philadelphia, PA 19104 USA; [Shin, J.; Gianola, D. S.] Univ Calif Santa Barbara, Santa Barbara, CA 93106 USA; [Richard, M. -I.] European Synchrotron Radiat Facil, 6 Rue Jules Horowitz,BP 220, F-38043 Grenoble, France; [Richter, G.] Max Planck Inst Intelligent Syst, Heisenbergstr 3, D-70569 Stuttgart, Germany; [Blanchard, N. P.] Univ Claude Bernard Lyon 1, Inst Lumiere Matiere, CNRS, F-69622 Villeurbanne, France; [Shin, J.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP, Marseille, France; [Shin, J.] Univ Penn, Philadelphia, PA 19104 USA; [Shin, J.] Univ Calif Santa Barbara, Santa Barbara, CA 93106 USA								7							Chemistry, Multidisciplinary; Crystallography	WOS:000434336300023		
