PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31527915","From In Situ to satellite observations of pelagic Sargassum distribution and aggregation in the Tropical North Atlantic Ocean","Ody A, Thibaut T, Berline L, Changeux T, André JM, Chevalier C, Blanfuné A, Blanchot J, Ruitton S, Stiger-Pouvreau V, Connan S, Grelet J, Aurelle D, Guéné M, Bataille H, Bachelier C, Guillemain D, Schmidt N, Fauvelle V, Guasco S, Ménard F.","PLoS One. 2019 Sep 17;14(9):e0222584. doi: 10.1371/journal.pone.0222584. eCollection 2019.","Ody A","PLoS One","2019","2019/09/19","PMC6748567","","10.1371/journal.pone.0222584"
"31193445","Impact of sterilization methods on dissolved trace metals concentrations in complex natural samples: Optimization of UV irradiation","Chifflet S, Quéméneur M, Barani A, Angeletti B, Didry M, Grégori G, Pradel N.","MethodsX. 2019 Apr 22;6:1133-1146. doi: 10.1016/j.mex.2019.04.020. eCollection 2019.","Chifflet S","MethodsX","2019","2019/06/14","PMC6529719","","10.1016/j.mex.2019.04.020"
"30292992","Marine vegetation analysis for the determination of volatile methylsiloxanes in coastal areas","Rocha F, Homem V, Castro-Jiménez J, Ratola N.","Sci Total Environ. 2019 Feb 10;650(Pt 2):2364-2373. doi: 10.1016/j.scitotenv.2018.10.012. Epub 2018 Oct 2.","Rocha F","Sci Total Environ","2019","2018/10/08","","","10.1016/j.scitotenv.2018.10.012"
"30679587","The bacterial Mrp(ORP) is a novel Mrp/NBP35 protein involved in iron-sulfur biogenesis","Pardoux R, Fiévet A, Carreira C, Brochier-Armanet C, Valette O, Dermoun Z, Py B, Dolla A, Pauleta SR, Aubert C.","Sci Rep. 2019 Jan 24;9(1):712. doi: 10.1038/s41598-018-37021-8.","Pardoux R","Sci Rep","2019","2019/01/26","PMC6345978","","10.1038/s41598-018-37021-8"
"31625676","Metabolic response to exercise in childhood brain tumor survivors: A pilot controlled study","Papalia H, Rochette E, Pereira B, Merlin E, Kanold J, Duché P; HERCCULE GROUP.","Pediatr Blood Cancer. 2020 Feb;67(2):e28053. doi: 10.1002/pbc.28053. Epub 2019 Oct 18.","Papalia H","Pediatr Blood Cancer","2020","2019/10/19","","","10.1002/pbc.28053"
"31213112","Identifying a motivational process surrounding adherence to exercise and diet among adults with type 2 diabetes","Laroche M, Roussel P, Cury F.","Phys Sportsmed. 2020 Feb;48(1):68-74. doi: 10.1080/00913847.2019.1632154. Epub 2019 Jun 26.","Laroche M","Phys Sportsmed","2020","2019/06/20","","","10.1080/00913847.2019.1632154"
"31589240","Metabolomic and proteomic changes induced by growth inhibitory concentrations of copper in the biofilm-forming marine bacterium Pseudoalteromonas lipolytica","Favre L, Ortalo-Magné A, Kerloch L, Pichereaux C, Misson B, Briand JF, Garnier C, Culioli G.","Metallomics. 2019 Nov 1;11(11):1887-1899. doi: 10.1039/c9mt00184k. Epub 2019 Oct 7.","Favre L","Metallomics","2019","2019/10/08","","","10.1039/c9mt00184k"
"30904275","The Relationships Between Skeletal Muscle Index and Bone Variables in a Group of Young Adults","Khawaja A, Sabbagh P, Prioux J, Zunquin G, Baquet G, Maalouf G, Hage ZE, Antoun A, El Hage R.","J Clin Densitom. 2021 Jan-Mar;24(1):78-87. doi: 10.1016/j.jocd.2019.02.007. Epub 2019 Feb 27.","Khawaja A","J Clin Densitom","2021","2019/03/25","","","10.1016/j.jocd.2019.02.007"
"31179167","Genetic diversity increases with depth in red gorgonian populations of the Mediterranean Sea and the Atlantic Ocean","Pilczynska J, Cocito S, Boavida J, Serrão EA, Assis J, Fragkopoulou E, Queiroga H.","PeerJ. 2019 May 24;7:e6794. doi: 10.7717/peerj.6794. eCollection 2019.","Pilczynska J","PeerJ","2019","2019/06/11","PMC6536111","","10.7717/peerj.6794"
"31337355","The lichen symbiosis re-viewed through the genomes of Cladonia grayi and its algal partner Asterochloris glomerata","Armaleo D, Müller O, Lutzoni F, Andrésson ÓS, Blanc G, Bode HB, Collart FR, Dal Grande F, Dietrich F, Grigoriev IV, Joneson S, Kuo A, Larsen PE, Logsdon JM Jr, Lopez D, Martin F, May SP, McDonald TR, Merchant SS, Miao V, Morin E, Oono R, Pellegrini M, Rubinstein N, Sanchez-Puerta MV, Savelkoul E, Schmitt I, Slot JC, Soanes D, Szövényi P, Talbot NJ, Veneault-Fourrey C, Xavier BB.","BMC Genomics. 2019 Jul 23;20(1):605. doi: 10.1186/s12864-019-5629-x.","Armaleo D","BMC Genomics","2019","2019/07/25","PMC6652019","","10.1186/s12864-019-5629-x"
"31333566","Perturbation-Induced Stepping Post-stroke: A Pilot Study Demonstrating Altered Strategies of Both Legs","Martinez KM, Rogers MW, Blackinton MT, Cheng MS, Mille ML.","Front Neurol. 2019 Jul 3;10:711. doi: 10.3389/fneur.2019.00711. eCollection 2019.","Martinez KM","Front Neurol","2019","2019/07/24","PMC6618516","","10.3389/fneur.2019.00711"
"30433787","Plasmonic Nanocomposites Based on Silver Nanocube-Polymer Blends Displaying Nearly Perfect Absorption in the UV Region","Pourcin F, Reynaud CA, Carlberg M, Rouzo JL, Duché D, Simon JJ, Escoubas L, Sauvage RM, Berginc G, Margeat O, Ackermann J.","Langmuir. 2019 Feb 12;35(6):2179-2187. doi: 10.1021/acs.langmuir.8b03003. Epub 2019 Jan 25.","Pourcin F","Langmuir","2019","2018/11/16","","","10.1021/acs.langmuir.8b03003"
"31549453","A fast-moving target: achieving marine conservation goals under shifting climate and policies","Rilov G, Fraschetti S, Gissi E, Pipitone C, Badalamenti F, Tamburello L, Menini E, Goriup P, Mazaris AD, Garrabou J, Benedetti-Cecchi L, Danovaro R, Loiseau C, Claudet J, Katsanevakis S.","Ecol Appl. 2020 Jan;30(1):e02009. doi: 10.1002/eap.2009. Epub 2019 Oct 30.","Rilov G","Ecol Appl","2020","2019/09/25","PMC7027527","","10.1002/eap.2009"
"30853948","Changes in Bacterioplankton Communities Resulting From Direct and Indirect Interactions With Trace Metal Gradients in an Urbanized Marine Coastal Area","Coclet C, Garnier C, Durrieu G, Omanović D, D'Onofrio S, Le Poupon C, Mullot JU, Briand JF, Misson B.","Front Microbiol. 2019 Feb 22;10:257. doi: 10.3389/fmicb.2019.00257. eCollection 2019.","Coclet C","Front Microbiol","2019","2019/03/12","PMC6395402","","10.3389/fmicb.2019.00257"
"31003088","How closely do mercury trends in fish and other aquatic wildlife track those in the atmosphere? - Implications for evaluating the effectiveness of the Minamata Convention","Wang F, Outridge PM, Feng X, Meng B, Heimbürger-Boavida LE, Mason RP.","Sci Total Environ. 2019 Jul 15;674:58-70. doi: 10.1016/j.scitotenv.2019.04.101. Epub 2019 Apr 9.","Wang F","Sci Total Environ","2019","2019/04/20","","","10.1016/j.scitotenv.2019.04.101"
"31578765","Trends in tuna carbon isotopes suggest global changes in pelagic phytoplankton communities","Lorrain A, Pethybridge H, Cassar N, Receveur A, Allain V, Bodin N, Bopp L, Choy CA, Duffy L, Fry B, Goñi N, Graham BS, Hobday AJ, Logan JM, Ménard F, Menkes CE, Olson RJ, Pagendam DE, Point D, Revill AT, Somes CJ, Young JW.","Glob Chang Biol. 2020 Feb;26(2):458-470. doi: 10.1111/gcb.14858. Epub 2019 Nov 11.","Lorrain A","Glob Chang Biol","2020","2019/10/04","","","10.1111/gcb.14858"
"31737870","Combined SERS/DFT studies of push-pull chromophore self-assembled monolayers: insights into their surface orientation","Gadenne V , Grenier B , Praveen C , Marsal P , Valmalette JC , Patrone L , Raimundo JM .","Phys Chem Chem Phys. 2019 Nov 27;21(46):25865-25871. doi: 10.1039/c9cp04008k.","Gadenne V","Phys Chem Chem Phys","2019","2019/11/19","","","10.1039/c9cp04008k"
"30945980","Comparison between joystick- and gaze-controlled electric wheelchair during narrow doorway crossing: Feasibility study and movement analysis","Letaief M, Rezzoug N, Gorce P.","Assist Technol. 2021 Jan 2;33(1):26-37. doi: 10.1080/10400435.2019.1586011. Epub 2019 Apr 4.","Letaief M","Assist Technol","2021","2019/04/05","","","10.1080/10400435.2019.1586011"
"30556814","Minimum Information about an Uncultivated Virus Genome (MIUViG)","Roux S, Adriaenssens EM, Dutilh BE, Koonin EV, Kropinski AM, Krupovic M, Kuhn JH, Lavigne R, Brister JR, Varsani A, Amid C, Aziz RK, Bordenstein SR, Bork P, Breitbart M, Cochrane GR, Daly RA, Desnues C, Duhaime MB, Emerson JB, Enault F, Fuhrman JA, Hingamp P, Hugenholtz P, Hurwitz BL, Ivanova NN, Labonté JM, Lee KB, Malmstrom RR, Martinez-Garcia M, Mizrachi IK, Ogata H, Páez-Espino D, Petit MA, Putonti C, Rattei T, Reyes A, Rodriguez-Valera F, Rosario K, Schriml L, Schulz F, Steward GF, Sullivan MB, Sunagawa S, Suttle CA, Temperton B, Tringe SG, Thurber RV, Webster NS, Whiteson KL, Wilhelm SW, Wommack KE, Woyke T, Wrighton KC, Yilmaz P, Yoshida T, Young MJ, Yutin N, Allen LZ, Kyrpides NC, Eloe-Fadrosh EA.","Nat Biotechnol. 2019 Jan;37(1):29-37. doi: 10.1038/nbt.4306. Epub 2018 Dec 17.","Roux S","Nat Biotechnol","2019","2018/12/18","PMC6871006","","10.1038/nbt.4306"
"31496431","Maximal isometric force exertion predicted by the force feasible set formalism: application to handbraking","Rezzoug N, Wang X, Hernandez V, Gorce P.","Ergonomics. 2019 Dec;62(12):1551-1562. doi: 10.1080/00140139.2019.1660418. Epub 2019 Sep 9.","Rezzoug N","Ergonomics","2019","2019/09/10","","","10.1080/00140139.2019.1660418"
"31091000","In silico prediction of the secretome from the invasive neurotoxic marine dinoflagellate Alexandrium catenella","Chetouhi C, Laabir M, Masseret E, Jean N.","Environ Microbiol Rep. 2019 Aug;11(4):571-580. doi: 10.1111/1758-2229.12764. Epub 2019 May 31.","Chetouhi C","Environ Microbiol Rep","2019","2019/05/16","","","10.1111/1758-2229.12764"
"31627817","Improved voltammetric methodology for chromium redox speciation in estuarine waters","Pađan J, Marcinek S, Cindrić AM, Layglon N, Lenoble V, Salaün P, Garnier C, Omanović D.","Anal Chim Acta. 2019 Dec 16;1089:40-47. doi: 10.1016/j.aca.2019.09.014. Epub 2019 Sep 7.","Pađan J","Anal Chim Acta","2019","2019/10/20","","","10.1016/j.aca.2019.09.014"
"30682612","Importance of the vegetation-groundwater-stream continuum to understand transformation of biogenic carbon in aquatic systems - A case study based on a pine-maize comparison in a lowland sandy watershed (Landes de Gascogne, SW France)","Deirmendjian L, Anschutz P, Morel C, Mollier A, Augusto L, Loustau D, Cotovicz LC Jr, Buquet D, Lajaunie K, Chaillou G, Voltz B, Charbonnier C, Poirier D, Abril G.","Sci Total Environ. 2019 Apr 15;661:613-629. doi: 10.1016/j.scitotenv.2019.01.152. Epub 2019 Jan 16.","Deirmendjian L","Sci Total Environ","2019","2019/01/26","","","10.1016/j.scitotenv.2019.01.152"
"31459906","Interdisciplinary Round-Robin Test on Molecular Spectroscopy of the U(VI) Acetate System","Müller K, Foerstendorf H, Steudtner R, Tsushima S, Kumke MU, Lefèvre G, Rothe J, Mason H, Szabó Z, Yang P, Adam CKR, André R, Brennenstuhl K, Chiorescu I, Cho HM, Creff G, Coppin F, Dardenne K, Den Auwer C, Drobot B, Eidner S, Hess NJ, Kaden P, Kremleva A, Kretzschmar J, Krüger S, Platts JA, Panak PJ, Polly R, Powell BA, Rabung T, Redon R, Reiller PE, Rösch N, Rossberg A, Scheinost AC, Schimmelpfennig B, Schreckenbach G, Skerencak-Frech A, Sladkov V, Solari PL, Wang Z, Washton NM, Zhang X.","ACS Omega. 2019 May 3;4(5):8167-8177. doi: 10.1021/acsomega.9b00164. eCollection 2019 May 31.","Müller K","ACS Omega","2019","2019/08/29","PMC6648335","","10.1021/acsomega.9b00164"
"31442382","New Caledonian ultramafic conditions structure the features of Curtobacterium citreum strains that play a role in plant adaptation","Bourles A, Guentas L, Chalkiadakis E, Majorel C, Juillot F, Cavaloc Y, Burtet-Sarramegna V, Medevielle V, Jourand P, Amir H.","Can J Microbiol. 2019 Dec;65(12):880-894. doi: 10.1139/cjm-2019-0283. Epub 2019 Aug 23.","Bourles A","Can J Microbiol","2019","2019/08/24","","","10.1139/cjm-2019-0283"
"33717309","Linking Biodiversity with Health and Well-being: Consequences of Scientific Pluralism for Ethics, Values and Responsibilities","Morand S, Lajaunie C.","Asian Bioeth Rev. 2019 Mar 12;11(2):153-168. doi: 10.1007/s41649-019-00076-4. eCollection 2019 Jun.","Morand S","Asian Bioeth Rev","2019","2021/03/15","PMC7747447","","10.1007/s41649-019-00076-4"
"31379757","Hydrostatic Pressure Helps to Cultivate an Original Anaerobic Bacterium From the Atlantis Massif Subseafloor (IODP Expedition 357): Petrocella atlantisensis gen. nov. sp. nov","Quéméneur M, Erauso G, Frouin E, Zeghal E, Vandecasteele C, Ollivier B, Tamburini C, Garel M, Ménez B, Postec A.","Front Microbiol. 2019 Jul 16;10:1497. doi: 10.3389/fmicb.2019.01497. eCollection 2019.","Quéméneur M","Front Microbiol","2019","2019/08/06","PMC6647913","","10.3389/fmicb.2019.01497"
"31677312","A novel segmentation framework dedicated to the follow-up of fat infiltration in individual muscles of patients with neuromuscular disorders","Ogier AC, Heskamp L, Michel CP, Fouré A, Bellemare ME, Le Troter A, Heerschap A, Bendahan D.","Magn Reson Med. 2020 May;83(5):1825-1836. doi: 10.1002/mrm.28030. Epub 2019 Nov 2.","Ogier AC","Magn Reson Med","2020","2019/11/03","","","10.1002/mrm.28030"
"31472715","Modified 3D-printed device for mercury determination in waters","Mattio E, Ollivier N, Robert-Peillard F, Di Rocco R, Branger C, Margaillan A, Brach-Papa C, Knoery J, Bonne D, Boudenne JL, Coulomb B.","Anal Chim Acta. 2019 Nov 15;1082:78-85. doi: 10.1016/j.aca.2019.06.062. Epub 2019 Jul 4.","Mattio E","Anal Chim Acta","2019","2019/09/02","","","10.1016/j.aca.2019.06.062"
"31758040","Towards a quantitative determination of strain in Bragg Coherent X-ray Diffraction Imaging: artefacts and sign convention in reconstructions","Carnis J, Gao L, Labat S, Kim YY, Hofmann JP, Leake SJ, Schülli TU, Hensen EJM, Thomas O, Richard MI.","Sci Rep. 2019 Nov 22;9(1):17357. doi: 10.1038/s41598-019-53774-2.","Carnis J","Sci Rep","2019","2019/11/24","PMC6874548","","10.1038/s41598-019-53774-2"
"31047145","Liquid chromatographic isolation of individual carbohydrates from environmental matrices for stable carbon analysis and radiocarbon dating","Nouara A, Panagiotopoulos C, Balesdent J, Violaki K, Bard E, Fagault Y, Repeta DJ, Sempéré R.","Anal Chim Acta. 2019 Aug 27;1067:137-146. doi: 10.1016/j.aca.2019.03.028. Epub 2019 Mar 18.","Nouara A","Anal Chim Acta","2019","2019/05/04","","","10.1016/j.aca.2019.03.028"
"31137679","Effects of Operating Parameters on Ionic Liquid Membrane to Remove Humidity in a Green Continuous Process","Yan X, Favard A, Anguille S, Bendahan M, Moulin P.","Membranes (Basel). 2019 May 24;9(5):65. doi: 10.3390/membranes9050065.","Yan X","Membranes (Basel)","2019","2019/05/30","PMC6572301","","10.3390/membranes9050065"
"31672009","A standardized method of classifying pulsed sounds and its application to pulse rate measurement of blue whale southeast Pacific song units","Patris J, Malige F, Glotin H, Asch M, Buchan SJ.","J Acoust Soc Am. 2019 Oct;146(4):2145. doi: 10.1121/1.5126710.","Patris J","J Acoust Soc Am","2019","2019/11/02","","","10.1121/1.5126710"
"31867544","Impact of Electron-Phonon Scattering on Optical Properties of CH(3)NH(3)PbI(3) Hybrid Perovskite Material","Galvani B, Suchet D, Delamarre A, Bescond M, Michelini FV, Lannoo M, Guillemoles JF, Cavassilas N.","ACS Omega. 2019 Dec 5;4(25):21487-21493. doi: 10.1021/acsomega.9b03178. eCollection 2019 Dec 17.","Galvani B","ACS Omega","2019","2019/12/24","PMC6921607","","10.1021/acsomega.9b03178"
"30616169","Purification and biochemical characterization of a novel acido-halotolerant and thermostable endochitinase from Melghiribacillus thermohalophilus strain Nari2A(T)","Mohamed S, Bouacem K, Mechri S, Addou NA, Laribi-Habchi H, Fardeau ML, Jaouadi B, Bouanane-Darenfed A, Hacène H.","Carbohydr Res. 2019 Feb 1;473:46-56. doi: 10.1016/j.carres.2018.12.017. Epub 2018 Dec 29.","Mohamed S","Carbohydr Res","2019","2019/01/08","","","10.1016/j.carres.2018.12.017"
"30976028","Biodiversity loss in a Mediterranean ecosystem due to an extreme warming event unveils the role of an engineering gorgonian species","Verdura J, Linares C, Ballesteros E, Coma R, Uriz MJ, Bensoussan N, Cebrian E.","Sci Rep. 2019 Apr 11;9(1):5911. doi: 10.1038/s41598-019-41929-0.","Verdura J","Sci Rep","2019","2019/04/13","PMC6459914","","10.1038/s41598-019-41929-0"
"31168331","Mental fatigue level detection based on event related and visual evoked potentials features fusion in virtual indoor environment","Lamti HA, Ben Khelifa MM, Hugel V.","Cogn Neurodyn. 2019 Jun;13(3):271-285. doi: 10.1007/s11571-019-09523-2. Epub 2019 Jan 29.","Lamti HA","Cogn Neurodyn","2019","2019/06/07","PMC6520433","","10.1007/s11571-019-09523-2"
"30705149","Assessment of Peripheral Muscle Function in Cystic Fibrosis: Why and How?","Gruet M, Saynor Z.","Respir Care. 2019 Feb;64(2):238-240. doi: 10.4187/respcare.06692.","Gruet M","Respir Care","2019","2019/02/02","","","10.4187/respcare.06692"
"30557725","Quantifying the impacts of artisanal gold mining on a tropical river system using mercury isotopes","Goix S, Maurice L, Laffont L, Rinaldo R, Lagane C, Chmeleff J, Menges J, Heimbürger LE, Maury-Brachet R, Sonke JE.","Chemosphere. 2019 Mar;219:684-694. doi: 10.1016/j.chemosphere.2018.12.036. Epub 2018 Dec 8.","Goix S","Chemosphere","2019","2018/12/18","","","10.1016/j.chemosphere.2018.12.036"
"31331342","TNF blockade contributes to restore lipid oxidation during exercise in children with juvenile idiopathic arthritis","Rochette E, Bourdier P, Pereira B, Doré E, Birat A, Ratel S, Echaubard S, Duché P, Merlin E.","Pediatr Rheumatol Online J. 2019 Jul 22;17(1):47. doi: 10.1186/s12969-019-0354-1.","Rochette E","Pediatr Rheumatol Online J","2019","2019/07/24","PMC6647146","","10.1186/s12969-019-0354-1"
"30875199","Controlling a Chemical Coupling Reaction on a Surface: Tools and Strategies for On-Surface Synthesis","Clair S, de Oteyza DG.","Chem Rev. 2019 Apr 10;119(7):4717-4776. doi: 10.1021/acs.chemrev.8b00601. Epub 2019 Mar 15.","Clair S","Chem Rev","2019","2019/03/16","PMC6477809","","10.1021/acs.chemrev.8b00601"
"31193356","Characterization and densification of defect pyrochlore oxide powders ABi(2)Ta(5)O(16) (A=Na, Tl)","Sidi Ahmed OA, Bourja L, Chagraoui A, Tairi A, Moussaoui A, Oulahyane HA, Manoun B, Villain S.","Heliyon. 2019 May 16;5(5):e01628. doi: 10.1016/j.heliyon.2019.e01628. eCollection 2019 May.","Sidi Ahmed OA","Heliyon","2019","2019/06/14","PMC6525300","","10.1016/j.heliyon.2019.e01628"
"30394641","Growth of an anaerobic sulfate-reducing bacterium sustained by oxygen respiratory energy conservation after O(2) -driven experimental evolution","Schoeffler M, Gaudin AL, Ramel F, Valette O, Denis Y, Hania WB, Hirschler-Réa A, Dolla A.","Environ Microbiol. 2019 Jan;21(1):360-373. doi: 10.1111/1462-2920.14466. Epub 2018 Dec 3.","Schoeffler M","Environ Microbiol","2019","2018/11/06","","","10.1111/1462-2920.14466"
"31078161","ABC, a patented innovation in the infusion of teas and herbal plants: enrichment of Camellia sinensis leaves with dry extracts from herbal plants","Maixent JM, Zeil JM.","Cell Mol Biol (Noisy-le-grand). 2019 Apr 30;65(4):76-78.","Maixent JM","Cell Mol Biol (Noisy-le-grand)","2019","2019/05/13","","",""
"30823831","Lexical frequency effects in English and Spanish word misperceptions","Cooke M, García Lecumberri ML, Barker J, Marxer R.","J Acoust Soc Am. 2019 Feb;145(2):EL136. doi: 10.1121/1.5090196.","Cooke M","J Acoust Soc Am","2019","2019/03/03","","","10.1121/1.5090196"
"31657366","Covalent organic frameworks from a monomer with reduced symmetry: polymorphism and Sierpiński triangles","Cui D, Fang Y, MacLean O, Perepichka DF, Rosei F, Clair S.","Chem Commun (Camb). 2019 Nov 7;55(90):13586-13589. doi: 10.1039/c9cc05674b.","Cui D","Chem Commun (Camb)","2019","2019/10/29","","","10.1039/c9cc05674b"
"33267444","Symmetry Properties of Mixed and Heat Photo-Assisted Noise in the Quantum Hall Regime","Ronetti F, Acciai M, Ferraro D, Rech J, Jonckheere T, Martin T, Sassetti M.","Entropy (Basel). 2019 Jul 25;21(8):730. doi: 10.3390/e21080730.","Ronetti F","Entropy (Basel)","2019","2020/12/03","PMC7515259","","10.3390/e21080730"
"30810566","Enhancing the electrocatalytic activity of 2H-WS(2) for hydrogen evolution via defect engineering","Wu L, van Hoof AJF, Dzade NY, Gao L, Richard MI, Friedrich H, De Leeuw NH, Hensen EJM, Hofmann JP.","Phys Chem Chem Phys. 2019 Mar 13;21(11):6071-6079. doi: 10.1039/c9cp00722a.","Wu L","Phys Chem Chem Phys","2019","2019/02/28","","","10.1039/c9cp00722a"
"31147864","Phase Transitions and Formation of a Monolayer-Type Structure in Thin Oligothiophene Films: Exploration with a Combined In Situ X-ray Diffraction and Electrical Measurements","Mikayelyan E, Grodd L, Ksianzou V, Wesner D, Rodygin AI, Schönherr H, Luponosov YN, Ponomarenko SA, Ivanov DA, Pietsch U, Grigorian S.","Nanoscale Res Lett. 2019 May 30;14(1):185. doi: 10.1186/s11671-019-3009-8.","Mikayelyan E","Nanoscale Res Lett","2019","2019/06/01","PMC6542962","","10.1186/s11671-019-3009-8"
"31525315","Commentaries on Viewpoint: Distinct modalities of eccentric exercise: different recipes, not the same dish","Coratella G, Longo S, Cè E, Esposito F, de Almeida Costa Campos Y, Pereira Guimarães M, Fernandes da Silva S, Dufour SP, Hureau TJ, Lemire M, Favret F, Elmer SJ, LaStayo PC, Wernbom M, Seynnes O, Paulsen G, Bontemps B, Vercruyssen F, Gruet M, Louis J, Mourot L, Rakobowchuk M, Pageaux B, Tremblay J, Peñailillo L, Nosaka K, Hahn D, Raiteri BJ, Škarabot J, Valenzuela PL, Walsh JA, McAndrew DJ, Lepers R, Stapley PJ, Baumert P, Erskine RM, Clos P.","J Appl Physiol (1985). 2019 Sep 1;127(3):884-891. doi: 10.1152/japplphysiol.00496.2019.","Coratella G","J Appl Physiol (1985)","2019","2019/09/17","","","10.1152/japplphysiol.00496.2019"
"30600205","Parallel synthesis of a bis-triazoles library as psammaplin A analogues: A new wave of antibiofilm compounds?","Andjouh S, Blache Y.","Bioorg Med Chem Lett. 2019 Feb 15;29(4):614-618. doi: 10.1016/j.bmcl.2018.12.047. Epub 2018 Dec 21.","Andjouh S","Bioorg Med Chem Lett","2019","2019/01/03","","","10.1016/j.bmcl.2018.12.047"
"30367721","Differential uses of coral reef habitats by a poorly-known cryptic fish predator","Morat F, Briand MJ, Pécheyran C, Letourneur Y.","J Fish Biol. 2019 Jan;94(1):53-61. doi: 10.1111/jfb.13853. Epub 2018 Dec 10.","Morat F","J Fish Biol","2019","2018/10/28","","","10.1111/jfb.13853"
"30257048","Ultrahigh-Field Multimodal MRI Assessment of Muscle Damage","Fouré A, Pini L, Rappacchi S, Ogier AC, Mattei JC, Bydder M, Guye M, Bendahan D.","J Magn Reson Imaging. 2019 Mar;49(3):904-906. doi: 10.1002/jmri.26222. Epub 2018 Sep 26.","Fouré A","J Magn Reson Imaging","2019","2018/09/27","","","10.1002/jmri.26222"
"31300981","Identifying the Stoichiometry of Metal/Ligand Complex by Coupling Spectroscopy and Modelling: a Comprehensive Study on Two Fluorescent Molecules Specific to Lead","René W, Arab M, Laatikainen K, Mounier S, Branger C, Lenoble V.","J Fluoresc. 2019 Jul;29(4):933-943. doi: 10.1007/s10895-019-02405-0. Epub 2019 Jul 13.","René W","J Fluoresc","2019","2019/07/14","","","10.1007/s10895-019-02405-0"
"31198044","Forming Weakly Interacting Multilayers of Graphene Using Atomic Force Microscope Tip Scanning and Evidence of Competition between Inner and Outer Raman Scattering Processes Piloted by Structural Defects","Pardanaud C, Merlen A, Gratzer K, Chuzel O, Nikolaievskyi D, Patrone L, Clair S, Ramirez-Jimenez R, de Andrés A, Roubin P, Parrain JL.","J Phys Chem Lett. 2019 Jul 5;10(13):3571-3579. doi: 10.1021/acs.jpclett.9b00564. Epub 2019 Jun 14.","Pardanaud C","J Phys Chem Lett","2019","2019/06/15","","","10.1021/acs.jpclett.9b00564"
"31863987","Have decades of abiotic studies in sediments been misinterpreted?","Layglon N, Misson B, Mounier S, Lenoble V, Omanović D, Garnier C.","Sci Total Environ. 2020 Mar 10;707:135949. doi: 10.1016/j.scitotenv.2019.135949. Epub 2019 Dec 11.","Layglon N","Sci Total Environ","2020","2019/12/22","","","10.1016/j.scitotenv.2019.135949"
"30879709","Corrigendum to ""Burkholderia novacaledonica sp. nov. and B. ultramafica sp. nov. isolated from roots of Costularia spp. pioneer plants of ultramafic soils in New Caledonia"" [Syst. Appl. Microbiol. 39 (2016) 151-159]","Guentas L, Gensous S, Cavaloc Y, Ducousso M, Amir H, De Georges de Ledenon B, Moulin L, Jourand P.","Syst Appl Microbiol. 2019 May;42(3):422. doi: 10.1016/j.syapm.2019.02.005. Epub 2019 Mar 14.","Guentas L","Syst Appl Microbiol","2019","2019/03/19","","","10.1016/j.syapm.2019.02.005"
"31848401","Multiple transitions between normal and hyperballistic diffusion in quantum walks with time-dependent jumps","Pires MA, Molfetta GD, Queirós SMD.","Sci Rep. 2019 Dec 17;9(1):19292. doi: 10.1038/s41598-019-55642-5.","Pires MA","Sci Rep","2019","2019/12/19","PMC6917814","","10.1038/s41598-019-55642-5"
"31007553","On the forces that cable webs under tension can support and how to design cable webs to channel stresses","Bouchitté G, Mattei O, Milton GW, Seppecher P.","Proc Math Phys Eng Sci. 2019 Mar;475(2223):20180781. doi: 10.1098/rspa.2018.0781. Epub 2019 Mar 20.","Bouchitté G","Proc Math Phys Eng Sci","2019","2019/04/23","PMC6451972","","10.1098/rspa.2018.0781"
"30382029","Conductive-bridge memory cells based on a nanoporous electrodeposited GeSbTe alloy","Rebora C, Huang R, Kissling GP, Bocquet M, Groot K, Favre L, Grosso D, Deleruyelle D, Putero M.","Nanotechnology. 2019 Jan 11;30(2):025202. doi: 10.1088/1361-6528/aae6db. Epub 2018 Nov 1.","Rebora C","Nanotechnology","2019","2018/11/02","","","10.1088/1361-6528/aae6db"
"31358874","From curved spacetime to spacetime-dependent local unitaries over the honeycomb and triangular Quantum Walks","Arrighi P, Di Molfetta G, Marquez-Martin I, Perez A.","Sci Rep. 2019 Jul 29;9(1):10904. doi: 10.1038/s41598-019-47535-4.","Arrighi P","Sci Rep","2019","2019/07/31","PMC6662829","","10.1038/s41598-019-47535-4"
"30932546","Giant Shot Noise from Majorana Zero Modes in Topological Trijunctions","Jonckheere T, Rech J, Zazunov A, Egger R, Yeyati AL, Martin T.","Phys Rev Lett. 2019 Mar 8;122(9):097003. doi: 10.1103/PhysRevLett.122.097003.","Jonckheere T","Phys Rev Lett","2019","2019/04/02","","","10.1103/PhysRevLett.122.097003"
"30706978","Unexpected peaks in electron ionisation mass spectra of trimethylsilyl derivatives resulting from the presence of trace amounts of water and oxygen in gas chromatography/quadrupole time-of-flight systems","Rontani JF, Aubert C.","Rapid Commun Mass Spectrom. 2019 Apr 15;33(7):741-743. doi: 10.1002/rcm.8404.","Rontani JF","Rapid Commun Mass Spectrom","2019","2019/02/02","","","10.1002/rcm.8404"
