PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Perenon, Louis; Bel, Julien; Maartens, Roy; de la Cruz-Dombriz, Alvaro								Optimising growth of structure constraints on modified gravity								JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS					6					020	10.1088/1475-7516/2019/06/020			JUN 2019	2019	We use growth of structure data to constrain the effective field theory of dark energy. Considering as case study Horndeski theories with the speed of gravitational waves equal to that of light, we show how constraints on the free parameters and the large-scale structure phenomenological functions can be improved by two ingredients: firstly by complementing the set of redshift-space distortions data with the three recent measurements of the growth rate f and the amplitude of matter fluctuations sigma(8) from the VIPERS and SDSS collaborations; secondly by applying a local Solar System bound on the variation of the Newton constant. This analysis allows us to conclude that: i) despite firmly restricting the predictions of weaker gravity, the inclusion of the Solar System bound does not prevent suppressed growth relative to the standard model Lambda CDM at low redshifts; ii) the same bound in conjunction with the growth of structure data strongly restricts the redshift evolution of the gravitational slip parameter to be close to unity and the present value is constrained to one at the 10 level; iii) the growth of structure data favours a fifth force contribution to the effective gravitational coupling at low redshifts and at more than two sigma at present time.		[Perenon, Louis; Maartens, Roy] Univ Western Cape, Dept Phys & Astron, ZA-7535 Cape Town, South Africa; [Perenon, Louis; de la Cruz-Dombriz, Alvaro] Univ Cape Town, Cosmol & Grav Grp, Dept Math & Appl Math, ZA-7701 Cape Town, South Africa; [Bel, Julien] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Maartens, Roy] Univ Portsmouth, Inst Cosmol & Gravitat, Portsmouth PO1 3FX, Hants, England; [Perenon, Louis] Univ Western Cape, Dept Phys & Astron, ZA-7535 Cape Town, South Africa; [Perenon, Louis] Univ Cape Town, Cosmol & Grav Grp, Dept Math & Appl Math, ZA-7701 Cape Town, South Africa								7							Astronomy & Astrophysics; Physics, Particles & Fields	WOS:000471172400001		
J	Piazza, Paola; Cummings, Vonda; Guzzi, Alice; Hawes, Ian; Lohrer, Andrew; Marini, Simone; Marriott, Peter; Menna, Fabio; Nocerino, Erica; Peirano, Andrea; Kim, Sanghee; Schiaparelli, Stefano								Underwater photogrammetry in Antarctica: long-term observations in benthic ecosystems and legacy data rescue								POLAR BIOLOGY				42	6			1061	1079		10.1007/s00300-019-02480-w			JUN 2019	2019	The need for sound baseline information about community structure and composition against which changes can be detected and quantified is a well-recognised priority in Antarctica. Here, the collection of such data is challenging, especially at sea, where long-term monitoring is usually logistically feasible only in the proximity of permanent research stations. In recent years, underwater photogrammetry has emerged as a non-destructive and low-cost method for high-resolution topographic reconstruction. We decided to apply this technique to videos, recorded during standard SCUBA surveys of Antarctic benthos in Tethys Bay (Ross Sea, Antarctica) in 2006 and 2015 and originally not meant for photogrammetry. Our aim was to assess the validity and utility of the photogrammetric method to describe benthic communities from the perspective of long-term monitoring. For this purpose, two of the transects surveyed in 2015 were revisited in 2017. Videos were processed with photogrammetric procedures to obtain 3D models of the seafloor and inhabiting organisms. Overall, a total of six 20m-long transects, corresponding to a total area of200m(2) of seafloor were analysed. Accuracy of the resulting models, expressed in terms of Length Measurement Error (LME), was 1.9mm on average. The 2017 transects showed marked differences in some species, such as a 25-49% increase in the number of sea urchins Sterechinus neumayeri (Meissner, 1900) and the complete disappearance of some sponges Mycale (Oxymycale) acerata Kirkpatrick, 1907. Our analyses confirm the efficacy of photogrammetry for monitoring programmes, including their value for the re-analysis of legacy video footage.		[Piazza, Paola; Guzzi, Alice; Schiaparelli, Stefano] Univ Genoa, Sect Genoa, Italian Natl Antarctic Museum, MNA, POB 16132, Genoa, Italy; [Piazza, Paola] Univ Siena, Dept Phys Sci Earth & Environm, DSFTA, POB 53100, Siena, Italy; [Cummings, Vonda; Marriott, Peter] Natl Inst Water & Atmospher Res, NIWA, POB 14901, Wellington, New Zealand; [Guzzi, Alice; Schiaparelli, Stefano] Univ Genoa, Dept Earth Environm & Life Sci, DISTAV, POB 16132, Genoa, Italy; [Hawes, Ian] Univ Waikato, 58 Cross Rd, Tauranga 3110, New Zealand; [Lohrer, Andrew] Natl Inst Water & Atmospher Res, NIWA, POB 11115, Hamilton, New Zealand; [Marini, Simone] Inst Marine Sci UOS La Spezia, Res Natl Council, CNR ISMAR SP, POB 19032, Lerici, La Spezia, Italy; [Menna, Fabio] Bruno Kessler Fdn, 3D Opt Metrol Unit, FBK 3DOM, POB 38122, Trento, Italy; [Nocerino, Erica] Univ Toulon & Var, Images & Models Aix Marseille Univ, LIS Lab Lab Informat & Syst, I&m Team,CNRS, Campus Luminy,Bat A,163 Ave Luminy Case 925, F-13288 Marseille, France; [Nocerino, Erica] Swiss Fed Inst Technol, Theoret Phys, CH-8093 Zurich, Switzerland; [Peirano, Andrea] ENEA, Marine Environm Res Ctr, POB 19032, Lerici, La Spezia, Italy; [Kim, Sanghee] KOPRI, Songdo Miraero 26, Incheon 21990, South Korea; [Schiaparelli, Stefano] Univ Genoa, Sect Genoa, Italian Natl Antarctic Museum, MNA, POB 16132, Genoa, Italy; [Schiaparelli, Stefano] Univ Genoa, Dept Earth Environm & Life Sci, DISTAV, POB 16132, Genoa, Italy								6							Biodiversity Conservation; Ecology	WOS:000470694200001		
J	Tsoutsouva, M. G.; Stokkan, G.; Regula, G.; Ryningen, B.; Riberi-Beridot, T.; Reinhart, G.; Mangelinck-Noel, N.								Random angle grain boundary formation and evolution dynamics during Si directional solidification								ACTA MATERIALIA				171				253	260		10.1016/j.actamat.2019.04.010			JUN 1 2019	2019	The growth of multicrystalline silicon and the formation of a random angle grain boundary, as well as the dislocation generation and expansion is observed dynamically in situ, by Synchrotron X-ray imaging techniques. The focus is kept on a random angle grain boundary since its behavior is particularly important to better understand the HP me-Si (High Performance Multi-crystalline Silicon) photovoltaic properties. Due to the process conditions and to the grain competition that occurs during the solidification, a facetted {111}fillfacetted {111} groove is formed by this random angle grain boundary at the solid/ liquid interface. It is shown how the shape of the solid/liquid interface allows the change of the preferential {111} growth facet and affects the grain boundary propagation direction. In one of the groove configurations, the two adjacent (111) facets do not have the same growth velocity and as a consequence the corresponding grain boundary does not follow the bisector of the angle between the two facets. Indeed, the direction of the grain boundary is determined by the growth velocities of the facets which control the grain competition. Moreover, under these experimental conditions a clear relationship is observed between the existence of random angle grain boundaries and the local generation of dislocations as well as their expansion. By comparison, dislocation emission is not observed at the level of Sigma 3 {111} grain boundaries. (C) 2019 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.		[Tsoutsouva, M. G.] Norwegian Univ Sci & Technol, Dept Phys, N-7491 Trondheim, Norway; [Stokkan, G.; Ryningen, B.] SINTEF Ind, Trondheim, Norway; [Regula, G.; Riberi-Beridot, T.; Reinhart, G.; Mangelinck-Noel, N.] Univ Toulon & Var, Aix Marseille Univ, CNRS, IM2NP, Marseille, France; [Tsoutsouva, M. G.] Norwegian Univ Sci & Technol, Dept Phys, N-7491 Trondheim, Norway								2							Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	WOS:000470046400024		
J	Sghaier, Asma; Guizani, Asma; Ben Jabeur, Sami; Nurunnabi, Mohammad								Tourism development, energy consumption and environmental quality in Tunisia, Egypt and Morocco: a trivariate analysis								GEOJOURNAL				84	3			593	609		10.1007/s10708-018-9878-z			JUN 2019	2019	Prior research address socio-economic aspects of tourism industry and little attention has been paid to investigate the impact of tourism development on economic growth, and environmental quality. Accordingly, this study examines the impact of tourism development on economic growth, CO2 emissions and environmental quality in Tunisia, Egypt and Morocco (Muslim majority countries). An autoregressive distributed lag model is used to analyze data for the period 1980-2014. The study further examines the long and short-term relationship between tourism and economic growth; and tourism and environmental quality. The study reveals that economic growth converges to its long-run equilibrium at an adjusting speed of about 25.7% in Morocco, 5.8% in Egypt, and 2.1% in Tunisia. The findings of the study confirm that tourism growth is linked to environmental quality. The study reveals that tourism has a negative effect on the environment quality in Egypt whereas a positive effect in Tunisia and neutral in Morocco. Using the EKC hypothesis tests, the study concludes the existence of an inverted U-shaped relationship between CO2 emissions and the level of income for Morocco and Egypt, whereas for Tunisia, this relationship is U-shaped. The study also offers policy implications.		[Sghaier, Asma] Univ Toulon Var, LEAD EA 3163, Toulon, France; [Sghaier, Asma] IHEC Univ Sousse, Lab Res Econ Management & Quantitat Finance LaREM, Sousse, Tunisia; [Guizani, Asma] Univ Sousse Tunisie, Sousse, Tunisia; [Ben Jabeur, Sami] IPAG Business Sch, Paris, France; [Nurunnabi, Mohammad] Prince Sultan Univ, Coll Business Adm, Dept Accounting, Rafha St,POB 66833, Riyadh 11586, Saudi Arabia; [Nurunnabi, Mohammad] Prince Sultan Univ, Coll Business Adm, Dept Accounting, Rafha St,POB 66833, Riyadh 11586, Saudi Arabia								22							Geography	WOS:000470147400003		
J	The Hy Duong; Margaillan, Andre; Bressy, Christine								Thermal degradation of hydroxyalkylated poly(dimethylsiloxane)s and poly(dimethylsiloxane)-poly(trialkylsilyl methacrylate) based block copolymers synthesized by RAFT polymerization								POLYMER DEGRADATION AND STABILITY				164				136	144		10.1016/j.polymdegradstab.2019.04.002			JUN 2019	2019	Thermal degradation of hydroxyalkylated poly(dimethylsiloxane)s (PDMS-OH), poly(dimethylsiloxane)s bearing a chain transfer agent moiety (PDMS-CTA) for RAFT polymerization and block copolymers based on these poly(dimethylsiloxane)s containing tert-butyldimethylsilyl methacrylate (MASi) and butyl methacrylate (BMA) monomer units was investigated using thermal gravimetric analysis (TGA). The results showed that the hydroxyl end group in PDMS-OH takes part to the PDMS chain degradation in nitrogen atmosphere, the higher hydroxyl group concentration in the samples the lower thermal degradation temperatures. The degradation of the PDMS block (5000 g mol(-1) and 10,000 g mol(-1)) in PDMS-block-PMASi, PDMS-block-poly(MASi-stat-BMA) and poly(MAS1-stat-BMA)-block-PDMS-block-poly(MASi-stat-BMA) copolymers with similar molar mass values and similar PDMS block molar mass started at lower temperatures when the amount of MASi in the second block increased. The thermal degradation temperature of the methacrylic block whose number-average molar mass is in the range of 10,000 g mol(-1) to 50,000 g mol(-1) was inversely proportional to its length. Moreover, TGA results were useful to demonstrate that the thermal degradation of triblock copolymers starts at a lower temperature in comparison with diblock copolymers prepared from trithiocarbonate-based PDMS RAFT agents of similar molar masses. (C) 2019 Elsevier Ltd. All rights reserved.		[The Hy Duong] Univ Sci & Technol, Univ DANANG, 54 Nguyen Luong Bang, Danang, Vietnam; [Margaillan, Andre; Bressy, Christine] Univ Toulon & Var, MAPIEM EA 4323, Lab Mat Polymeres Interfaces Environm Marin, CS 60584, F-83041 Toulon 9, France; [The Hy Duong] Univ Sci & Technol, Univ DANANG, 54 Nguyen Luong Bang, Danang, Vietnam; [Bressy, Christine] Univ Toulon & Var, MAPIEM EA 4323, Lab Mat Polymeres Interfaces Environm Marin, CS 60584, F-83041 Toulon 9, France								3							Polymer Science	WOS:000470191400016		
J	Barbaroux, Jean-Marie; Cornean, Horia; Le Treust, Loic; Stockmeyer, Edgardo								Resolvent Convergence to Dirac Operators on Planar Domains								ANNALES HENRI POINCARE				20	6			1877	1891		10.1007/s00023-019-00787-2			JUN 2019	2019	Consider a Dirac operator defined on the whole plane with a mass term of size m supported outside a domain . We give a simple proof for the norm resolvent convergence, as m goes to infinity, of this operator to a Dirac operator defined on with infinite-mass boundary conditions. The result is valid for bounded and unbounded domains and gives estimates on the speed of convergence. Moreover, the method easily extends when adding external matrix-valued potentials.		[Barbaroux, Jean-Marie] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Cornean, Horia] Aalborg Univ, Dept Math Sci, Fredrik Bajers Vej 7G, DK-9220 Aalborg O, Denmark; [Le Treust, Loic] Aix Marseille Univ, I2M, Cent Marseille, CNRS, Marseille, France; [Stockmeyer, Edgardo] Pontificia Univ Catolica Chile, Inst Fis, Vicuna Mackenna 4860, Santiago 7820436, Chile; [Barbaroux, Jean-Marie] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France								3							Physics, Multidisciplinary; Physics, Particles & Fields; Physics, Mathematical	WOS:000469439200005		
J	Bouchitte, Guy; Fragala, Ilaria; Lucardesi, Ilaria								Sensitivity of the Compliance and of the Wasserstein Distance with Respect to a Varying Source								APPLIED MATHEMATICS AND OPTIMIZATION				79	3			743	768		10.1007/s00245-017-9455-8			JUN 2019	2019	We show that the compliance functional in elasticity is differentiable with respect to horizontal variations of the load term, when the latter is given by a possibly concentrated measure; moreover, we provide an integral representation formula for the derivative as a linear functional of the deformation vector field. The result holds true as well for the p-compliance in the scalar case of conductivity. Then we study the limit problem as p+, which corresponds to differentiate the Wasserstein distance in optimal mass transportation with respect to horizontal perturbations of the two marginals. Also in this case, we obtain an existence result for the derivative, and we show that it is found by solving a minimization problem over the family of all optimal transport plans. When the latter contains only one element, we prove that the derivative of the p-compliance converges to the derivative of the Wasserstein distance in the limit as p+infinity.		[Bouchitte, Guy] Univ Toulon & Var, Lab IMATH, F-83957 La Garde, France; [Fragala, Ilaria] Politecn Milan, Dipartimento Matemat, Piazza L da Vinci, I-20133 Milan, Italy; [Lucardesi, Ilaria] Inst Elie Cartan Lorraine, BP 70239, F-54506 Vandoeuvre Les Nancy, France; [Fragala, Ilaria] Politecn Milan, Dipartimento Matemat, Piazza L da Vinci, I-20133 Milan, Italy								0							Mathematics, Applied	WOS:000468165800009		
J	Haddad, Fayrouz; Ghorbel, Imen; Rahajandraibe, Wenceslas								Design of Reconfigurable Inductorless RF VCO in 130nm CMOS								BIONANOSCIENCE				9	2			285	295		10.1007/s12668-019-0603-2			JUN 2019	2019	The need for low-power and low-cost connected devices supporting several communication standards continues to increase with the rising demand in Internet of Things (IoT) applications. This paper presents a reconfigurable inductorless radiofrequency (RF) voltage-controlled oscillator (VCO) capable to work across various frequency bands with a low area. This VCO has an inductor-capacitor (LC) topology though using an active inductor based on a gyrator-C structure. It uses n-bits controlled CMOS inverters for coarse frequency tuning and diode varactor for fine frequency tuning. Implemented in 130-nm CMOS technology, the VCO can cover a frequency tuning of 1.22-2.6GHz. It achieves a phase noise of -87dBc/Hz at 1MHz with a power consumption of 4mW from 1.1-V supply. The active die area is only 54x59m(2).		[Haddad, Fayrouz; Ghorbel, Imen; Rahajandraibe, Wenceslas] Univ Toulon & Var, Aix Marseille Univ, CNRS, UMR7334,IM2NP, Marseille, France; [Haddad, Fayrouz] Univ Toulon & Var, Aix Marseille Univ, CNRS, UMR7334,IM2NP, Marseille, France								0							Materials Science, Biomaterials	WOS:000468037000007		
J	Lamti, Hachem A.; Ben Khelifa, Mohamed Moncef; Hugel, Vincent								Mental fatigue level detection based on event related and visual evoked potentials features fusion in virtual indoor environment								COGNITIVE NEURODYNAMICS				13	3			271	285		10.1007/s11571-019-09523-2			JUN 2019	2019	The purpose of this work is to set up a model that can estimate the mental fatigue of users based on the fusion of relevant features extracted from Positive 300 (P300) and steady state visual evoked potentials (SSVEP) measured by electroencephalogram. To this end, an experimental protocol describes the induction of P300, SSVEP and mental workload (which leads to mental fatigue by varying time-on-task) in different scenarios where environmental artifacts are controlled (obstacles number, obstacles velocities, ambient luminosity). Ten subjects took part in the experiment (with two suffering from cerebral palsy). Their mission is to navigate along a corridor from a starting point A to a goal point B where specific flickering stimuli are introduced to perform the P300 task. On the other hand, SSVEP task is elicited thanks to 10 Hz flickering lights. Correlated features are considered as inputs to fusion block which estimates mental workload. In order to deal with uncertainties and heterogeneity of P300 and SSVEP features, Dempster-Shafer (D-S) evidential reasoning is introduced. As the goal is to assess the reliability for the estimation of mental fatigue levels, D-S is compared to multi layer perception and linear discriminant analysis. The results show that D-S globally outperforms the other classifiers (although its performance significantly decreases between healthy and palsied groups). Finally we discuss the feasibility of such a fusion proposal in real life situation.		[Lamti, Hachem A.; Hugel, Vincent] Univ Toulon & Var, COncept Syst Mecan & Robot COSMER Lab, Toulon, France; [Ben Khelifa, Mohamed Moncef] Univ Toulon & Var, Impact Act Phys Sante IAPS Lab, Toulon, France; [Lamti, Hachem A.] Univ Toulon & Var, COncept Syst Mecan & Robot COSMER Lab, Toulon, France								7							Neurosciences	WOS:000468084900004		
J	Banaru, Daniela; Diaz, Frederic; Verley, Philippe; Campbell, Rose; Navarro, Jonathan; Yohia, Christophe; Oliveros-Ramos, Ricardo; Mellon-Duval, Capucine; Shin, Yunne-Jai								Implementation of an end-to-end model of the Gulf of Lions ecosystem (NW Mediterranean Sea). I. Parameterization, calibration and evaluation								ECOLOGICAL MODELLING				401				1	19		10.1016/j.ecolmodel.2019.03.005			JUN 1 2019	2019	An end-to-end model named OSMOSE-GoL has been built for the Gulf of Lions, the main French Mediterranean fishing area. This spatialized dynamic model links the coupled hydrodynamic and biogeochemical model Eco3-MS/SYMPHONIE (LTL - low trophic level model) to OSMOSE (HTL - high trophic level model). It includes 15 compartments of living organisms, five from the LTL model (ie. nanophytoplankton, microphytoplankton, nanozooplankton, microzooplankton and mesozooplankton) and ten from the HTL model (northern krill, southern shortfin squid, European pilchard, European anchovy, European sprat, Atlantic horse mackerel, Atlantic mackerel, blue whiting, European hake and Atlantic bluefin tuna). With the exception of northern krill and European sprat, all HTL species are commercially exploited and undergo fisheries mortality pressure. The modeled species represent more than 70% of annual catches in this area. This paper presents the parameterization, calibration and evaluation of this model with satellite data for phytoplankton and with biomass, landings, diet and trophic level data for HTL groups. For most species, the diets in output of OSMOSE-GoL are similar to field and literature data in terms of dominant prey groups and species. However, some differences were observed. Various reasons may explain the mismatch between the modeled diet and field data. Benthic prey sometimes observed in the stomach content of the HTL predators were not modeled in OSMOSE-GoL. Field studies were carried out at specific periods and locations, while our data concern the period 2001-2004 and the entire modeled domain. Inter- and intra-annual variations in spatial distribution and density of prey may also explain these differences. The model estimates trophic level values similar to those cited in the literature for all the HTL compartments. These values are also close to the trophic levels estimated by a previous Ecopath model for the same area and period. Even though some improvements are still possible, this model may already be of use to explore fishery or Marine Protected Areas scenarios for socio-ecosystem management issues.		[Banaru, Daniela; Diaz, Frederic; Navarro, Jonathan; Yohia, Christophe] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO,UM 110, Marseille, France; [Verley, Philippe] IRD, AMAP, TA40 PS2, UMR 123, Blvd Lironde, F-34398 Montpellier 5, France; [Campbell, Rose] EIGSI, 26 Rue Francois Vaux Foletier, F-17041 La Rochelle 1, France; [Oliveros-Ramos, Ricardo] Inst Mar Peru IMARPE, Gamarra & Gen Valle S-N Chucuito, Callao, Peru; [Mellon-Duval, Capucine] UM, CNRS, IRD, IFREMER,UMR MARBEC, F-34203 Sete, France; [Shin, Yunne-Jai] Univ Montpellier, MARBEC, UMR 248, IRD, Bat 24,CC 093 Pl Eugene Botaillon, F-34095 Montpellier 5, France; [Banaru, Daniela; Diaz, Frederic] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO,UM 110, Marseille, France								2							Ecology	WOS:000467667200001		
J	Leporati, Alberto; Manzoni, Luca; Mauri, Giancarlo; Porreca, Antonio E.; Zandron, Claudio								Characterizing PSPACE with shallow non-confluent P systems								JOURNAL OF MEMBRANE COMPUTING				1	2			75	84		10.1007/s41965-019-00011-4			JUN 1 2019	2019	In P systems with active membranes, the question of understanding the power of non-confluence within a polynomial time bound is still an open problem. It is known that, for shallow P systems, that is, with only one level of nesting, non-confluence allows them to solve conjecturally harder problems than confluent P systems, thus reaching PSPACE. Here we show that PSPACE is not only a bound, but actually an exact characterization. Therefore, the power endowed by non-confluence to shallow P systems is equal to the power gained by confluent P systems when non-elementary membrane division and polynomial depth are allowed, thus suggesting a connection between the roles of non-confluence and nesting depth.		[Leporati, Alberto; Manzoni, Luca; Mauri, Giancarlo; Porreca, Antonio E.; Zandron, Claudio] Univ Milano Bicocca, Dipartimento Informat Sistemist & Comunicaz, Viale Sarca 336, I-20126 Milan, Italy; [Porreca, Antonio E.] Univ Toulon & Var, Aix Marseille Univ, CNRS, LIS, Marseille, France; [Leporati, Alberto] Univ Milano Bicocca, Dipartimento Informat Sistemist & Comunicaz, Viale Sarca 336, I-20126 Milan, Italy								9							Computer Science, Theory & Methods	WOS:000651467700001		
J	Dyshko, Serhii								The extension theorem for Lee and Euclidean weight codes over integer residue rings								DESIGNS CODES AND CRYPTOGRAPHY				87	6			1253	1269		10.1007/s10623-018-0521-2			JUN 2019	2019	The extension theorem is proved for the Lee and Euclidean weights over the integer residue ring Zm, for m >= 2.		[Dyshko, Serhii] Univ Toulon & Var, La Garde, France; [Dyshko, Serhii] Univ Toulon & Var, La Garde, France								1							Computer Science, Theory & Methods; Mathematics, Applied	WOS:000467065800003		
J	Chatain, Cyril; Radel, Remi; Vercruyssen, Fabrice; Rabahi, Tahar; Vallier, Jean-Marc; Bernard, Thierry; Gruet, Mathieu								Influence of cognitive load on the dynamics of neurophysiological adjustments during fatiguing exercise								PSYCHOPHYSIOLOGY				56	6					e13343	10.1111/psyp.13343			JUN 2019	2019	We aimed to determine the neurophysiological mechanisms associated with reduced endurance performance during cognitive-motor dual task at different levels of cognitive load, compared to a motor task alone. Eighteen healthy men performed isometric quadriceps contractions at 15% of maximal voluntary contraction (blocks of 170 s interspaced by neuromuscular evaluations) until exhaustion. This task was performed on three separate days: (a) in the absence of concomitant cognitive task, (b) with concomitant 1-back task, and (c) with concomitant 2-back task. Autonomic nervous system activity, perceived exertion, and cognitive performance were continuously monitored. Peripheral and central determinants of neuromuscular function were assessed at rest, between each block, and at task failure using femoral nerve stimulation. Endurance time was shorter during 2-back (982 +/- 545 s) and 1-back (1,128 +/- 592 s) conditions, compared with control (1,306 +/- 836 s). Voluntary activation level was lower in 2-back (87.1%; p < 0.001) and 1-back (88.6%; p = 0.04) conditions compared to control (91.2%) at isotime (100% of the shortest test duration). Sympathetic activity showed a greater increase in 2-back condition compared to control. Perceived muscular exertion was higher during 2-back than during control. Cognitive performance decreased similarly with time during both cognitive-motor dual task but was always lower during 2-back condition. Motor performance is reduced when adding a concomitant demanding memory task to a prolonged isometric exercise. This can be explained by the interaction of various psychological and neurophysiological factors including higher perceived exertion, greater perturbations of autonomic nervous system activity, and cerebral impairments leading to earlier onset of central fatigue.		[Chatain, Cyril; Vercruyssen, Fabrice; Rabahi, Tahar; Vallier, Jean-Marc; Bernard, Thierry; Gruet, Mathieu] Univ Toulon & Var, LAMHESS, Toulon, France; [Radel, Remi] Univ Cote dAzur, LAMHESS, Nice, France; [Gruet, Mathieu] Univ Toulon & Var, LAMHESS EA 6312, CS 60584, F-83041 Toulon 9, France								6							Psychology, Biological; Neurosciences; Physiology; Psychology; Psychology, Experimental	WOS:000467437800007		
J	Dennunzio, Alberto; Formenti, Enrico; Manzoni, Luca; Margara, Luciano; Porreca, Antonio E.								On the dynamical behaviour of linear higher-order cellular automata and its decidability								INFORMATION SCIENCES				486				73	87		10.1016/j.ins.2019.02.023			JUN 2019	2019	Higher-order cellular automata (HOCA) are a variant of cellular automata (CA) used in many applications (ranging, for instance, from the design of secret sharing schemes to data compression and image processing), and in which the global state of the system at time t depends not only on the state at time t-1, as in the original model, but also on the states at time t-2, .... t-n, where n is the memory size of the HOCA. We provide decidable characterizations of two important dynamical properties, namely, sensitivity to the initial conditions and equicontinuity, for linear HOCA over the alphabet Z(m). These characterizations have an impact in applications since the involved linear HOCA are usually required to exhibit a chaotic or stable behaviour. Moreover, they extend the ones shown in [28] for linear CA (LCA) over the alphabet Z(m)(n) in the case n = 1. We also show that linear HOCA of memory size n over Z(m)(n) form a class that is indistinguishable from a specific subclass of LCA over Z(m)(n). This enables to decide injectivity and surjectivity for linear HOCA of memory size n over Z(m) using the decidable characterization provided in [2] and [25] for injectivity and surjectivity of LCA over Z(m)(n). Finally, we prove an equivalence between LCA over Z(m)(n) and an important class of non-uniform CA, another variant of CA used in many applications. (C) 2019 Elsevier Inc. All rights reserved.		[Dennunzio, Alberto; Manzoni, Luca; Porreca, Antonio E.] Univ Milano Bicocca, Dipartimento Informat Sistemist & Comunicaz, Viale Sarca 336-14, I-20126 Milan, Italy; [Formenti, Enrico] Univ Cote Azur, CNRS, I3S, Sophia Antipolis, France; [Margara, Luciano] Univ Bologna, Dept Comp Sci & Engn, Cesena Campus,Via Sacchi 3, Cesena, Italy; [Porreca, Antonio E.] Univ Toulon & Var, Aix Marseille Univ, CNRS, LIS, Marseille, France; [Dennunzio, Alberto] Univ Milano Bicocca, Dipartimento Informat Sistemist & Comunicaz, Viale Sarca 336-14, I-20126 Milan, Italy								8							Computer Science, Information Systems	WOS:000464301300006		
J	Huang, Xinchi; Kian, Yavar; Soccorsi, Eric; Yamamoto, Masahiro								Carleman estimate for the Schrodinger equation and application to magnetic inverse problems								JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS				474	1			116	142		10.1016/j.jmaa.2019.01.035			JUN 1 2019	2019	In this paper, we prove Lipschitz stable determination of the complex-valued electric potential and the direction of the magnetic field appearing in the dynamic Schrodinger equation with static coefficients, by finitely many partial boundary measurements of the solution. This is by means of the Bukhgeim-Klibanov method, based on an appropriate Carleman estimate. Since the time symmetrization of the static magnetic Schrodinger equation around t = 0 is not possible, we preliminarily establish a Carleman inequality specifically designed for this problem. (C) 2019 Elsevier Inc. All rights reserved.		[Huang, Xinchi; Yamamoto, Masahiro] Univ Tokyo, Grad Sch Math Sci, Meguro Ku, 3-8-1 Komaba, Tokyo 153, Japan; [Kian, Yavar; Soccorsi, Eric] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France; [Yamamoto, Masahiro] RUDN Univ, Peoples Friendship Univ Russia, 6 Miklukho Maklaya St, Moscow 117198, Russia; [Kian, Yavar] Univ Toulon & Var, Aix Marseille Univ, CNRS, CPT, Marseille, France								1							Mathematics, Applied; Mathematics	WOS:000459748900006		
J	Dunajski, Maciej; Langvik, Miklos; Speziale, Simone								Octahedron of complex null rays and conformal symmetry breaking								PHYSICAL REVIEW D				99	10					104064	10.1103/PhysRevD.99.104064			MAY 28 2019	2019	We show how the manifold T*SU(2, 2) arises as a symplectic reduction from eight copies of the twistor space. Some of the constraints in the twistor space correspond to an octahedral configuration of 12 complex light rays in the Minkowski space. We discuss a mechanism to break the conformal symmetry down to the twistorial parametrization of T*SL(2, C) used in loop quantum gravity.		[Dunajski, Maciej] Ctr Math Sci, DAMTP, Wilberforce Rd, Cambridge CB3 0WA, England; [Langvik, Miklos] Univ Helsinki, Dept Phys, POB 64, FIN-00014 Helsinki, Finland; [Langvik, Miklos] Ashojdens Grundskola, Sturegatan 6, Helsinki 00510, Finland; [Speziale, Simone] Univ Toulon & Var, Aix Marseille Univ, CNRS, Ctr Phys Theor, F-13288 Marseille, France; [Dunajski, Maciej] Ctr Math Sci, DAMTP, Wilberforce Rd, Cambridge CB3 0WA, England								0							Astronomy & Astrophysics; Physics, Particles & Fields	WOS:000469329900012		
